SRR1298742.3056	IGHD3-22 28 2 
SRR1298742.2314	IGHD3-22 13 0 
SRR1298742.1503	IGHD3-22 28 2 
SRR1298742.3590	IGHD3-22 28 2 
SRR1298742.1841	IGHD3-22 13 0 
SRR1298742.4212	IGHD6-13 13 0 
SRR1298742.9131	IGHD2-2 24 0 
SRR1298742.7491	IGHD6-13 13 0 
SRR1298742.8864	IGHD2-2 24 1 
SRR1298742.8117	IGHD3-22 28 2 
SRR1298742.6530	IGHD2-2 24 0 
SRR1298742.4252	IGHD3-22 28 2 
SRR1298742.2989	IGHD2-2 24 0 
SRR1298742.7506	IGHD2-2 24 0 
SRR1298742.2754	IGHD2-2 24 0 
SRR1298742.1230	IGHD3-22 28 2 
SRR1298742.4050	IGHD2-2 24 0 
SRR1298742.7201	IGHD2-2 24 0 
SRR1298742.9431	IGHD3-22 13 0 
SRR1298742.233	IGHD3-22 13 0 
SRR1298742.4778	IGHD3-22 28 2 
SRR1298742.8419	IGHD2-2 24 0 
SRR1298742.7761	IGHD6-13 13 0 
SRR1298742.7185	IGHD3-22 13 0 
SRR1298742.846	IGHD3-22 13 0 
SRR1298742.8708	IGHD2-2 24 0 
SRR1298742.9161	IGHD3-22 28 2 
SRR1298742.5785	IGHD3-22 16 0 
SRR1298742.1053	IGHD3-22 13 0 
SRR1298742.5	IGHD3-22 13 0 
SRR1298742.940	IGHD3-22 13 0 
SRR1298742.1590	IGHD3-22 28 2 
SRR1298742.2936	IGHD6-13 13 0 
SRR1298742.2882	IGHD6-13 13 0 
SRR1298742.7337	IGHD2-2 24 0 
SRR1298742.5472	IGHD3-22 16 0 
SRR1298742.6427	IGHD2-2 24 0 
SRR1298742.306	IGHD6-13 13 0 
SRR1298742.5950	IGHD2-2 24 0 
SRR1298742.7168	IGHD2-2 24 0 
SRR1298742.2837	IGHD3-22 13 0 
SRR1298742.2167	IGHD3-22 13 0 
SRR1298742.68	IGHD3-22 28 2 
SRR1298742.677	IGHD2-2 24 0 
SRR1298742.3689	IGHD2-2 24 0 
SRR1298742.28	IGHD2-2 22 0 
SRR1298742.9182	IGHD2-2 24 0 
SRR1298742.7689	IGHD2-2 24 0 
SRR1298742.1542	IGHD6-13 13 0 
SRR1298742.4810	IGHD2-2 24 0 
SRR1298742.5550	IGHD6-13 13 0 
SRR1298742.2216	IGHD3-22 28 2 
SRR1298742.334	IGHD2-2 22 0 
SRR1298742.6283	IGHD2-2 24 0 
SRR1298742.6656	IGHD3-22 28 2 
SRR1298742.8603	IGHD3-22 28 2 
SRR1298742.2513	IGHD6-13 13 0 
SRR1298742.758	IGHD6-13 13 0 
SRR1298742.8421	IGHD3-22 28 2 
SRR1298742.2082	IGHD2-2 24 0 
SRR1298742.8958	IGHD3-22 28 3 
SRR1298742.6408	IGHD2-2 24 0 
SRR1298742.97	IGHD3-22 13 0 
SRR1298742.3068	IGHD3-22 28 2 
SRR1298742.7423	IGHD2-2 24 0 
SRR1298742.8103	IGHD2-2 24 0 
SRR1298742.8644	IGHD2-2 24 0 
SRR1298742.745	IGHD2-2 22 0 
SRR1298742.8852	IGHD3-22 28 2 
SRR1298742.6913	IGHD3-22 13 0 
SRR1298742.328	IGHD3-22 28 2 
SRR1298742.4856	IGHD3-22 28 2 
SRR1298742.2878	IGHD3-22 28 2 
SRR1298742.2738	IGHD3-22 28 2 
SRR1298742.422	IGHD6-13 13 0 
SRR1298742.502	IGHD6-13 13 0 
SRR1298742.8241	IGHD2-2 24 0 
SRR1298742.199	IGHD3-22 28 2 
SRR1298742.8484	IGHD2-2 24 0 
SRR1298742.1675	IGHD3-22 13 0 
SRR1298742.3518	IGHD3-22 13 0 
SRR1298742.2275	IGHD3-22 13 0 
SRR1298742.4950	IGHD3-22 28 2 
SRR1298742.8458	IGHD2-2 24 0 
SRR1298742.7771	IGHD3-22 17 1 
SRR1298742.398	IGHD6-13 13 0 
SRR1298742.5433	IGHD2-2 22 0 
SRR1298742.5237	IGHD3-22 28 2 
SRR1298742.1592	IGHD3-22 28 2 
SRR1298742.8243	IGHD3-22 28 2 
SRR1298742.538	IGHD3-22 28 2 
SRR1298742.916	IGHD3-22 13 0 
SRR1298742.7939	IGHD2-2 24 0 
SRR1298742.6218	IGHD6-13 13 0 
SRR1298742.1227	IGHD3-22 13 0 
SRR1298742.5251	IGHD6-13 13 0 
SRR1298742.9336	IGHD6-13 13 0 
SRR1298742.8515	IGHD2-2 24 0 
SRR1298742.4337	IGHD2-2 24 0 
SRR1298742.3231	IGHD3-22 16 0 
SRR1298742.862	IGHD6-13 13 0 
SRR1298742.4112	IGHD2-2 24 0 
SRR1298742.6901	IGHD3-22 28 2 
SRR1298742.1515	IGHD3-22 13 0 
SRR1298742.6367	IGHD2-2 24 1 
SRR1298742.4613	IGHD6-13 13 0 
SRR1298742.5567	IGHD3-22 13 0 
SRR1298742.109	IGHD6-13 13 0 
SRR1298742.9042	IGHD2-2 24 0 
SRR1298742.6804	IGHD6-13 13 0 
SRR1298742.5877	IGHD6-13 13 0 
SRR1298742.8629	IGHD2-2 24 1 
SRR1298742.6009	IGHD2-2 24 0 
SRR1298742.3939	IGHD6-13 13 0 
SRR1298742.7594	IGHD2-2 24 0 
SRR1298742.9218	IGHD2-2 24 0 
SRR1298742.3849	IGHD3-22 28 2 
SRR1298742.7204	IGHD2-2 24 1 
SRR1298742.99	IGHD6-13 13 0 
SRR1298742.1276	IGHD3-22 28 2 
SRR1298742.3820	IGHD3-22 13 0 
SRR1298742.7098	IGHD3-22 28 2 
SRR1298742.8148	IGHD2-2 24 0 
SRR1298742.5806	IGHD6-13 13 0 
SRR1298742.4155	IGHD6-13 13 0 
SRR1298742.1451	IGHD3-22 13 0 
SRR1298742.503	IGHD6-13 13 0 
SRR1298742.3444	IGHD6-13 13 0 
SRR1298742.588	IGHD6-13 13 0 
SRR1298742.3748	IGHD3-22 13 0 
SRR1298742.722	IGHD6-13 13 0 
SRR1298742.6897	IGHD3-22 13 0 
SRR1298742.1377	IGHD3-22 16 0 
SRR1298742.8132	IGHD2-2 24 0 
SRR1298742.3814	IGHD6-13 13 0 
SRR1298742.323	IGHD6-13 13 0 
SRR1298742.2428	IGHD3-22 28 2 
SRR1298742.481	IGHD6-13 13 0 
SRR1298742.6549	IGHD2-2 24 0 
SRR1298742.2431	IGHD3-22 13 0 
SRR1298742.6395	IGHD2-2 24 0 
SRR1298742.6515	IGHD2-2 24 0 
SRR1298742.6014	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.1069	IGHD3-22 28 2 
SRR1298742.5753	IGHD2-2 24 0 
SRR1298742.6606	IGHD3-22 13 0 
SRR1298742.6072	IGHD2-2 24 0 
SRR1298742.1850	IGHD6-13 13 0 
SRR1298742.2926	IGHD3-22 28 2 
SRR1298742.3389	IGHD6-13 13 0 
SRR1298742.1215	IGHD3-22 13 0 
SRR1298742.5425	IGHD6-13 13 0 
SRR1298742.7234	IGHD2-2 22 0 
SRR1298742.7590	IGHD2-2 24 0 
SRR1298742.4568	IGHD6-13 13 0 
SRR1298742.5059	IGHD6-13 13 0 
SRR1298742.885	IGHD3-22 13 0 
SRR1298742.6505	IGHD2-2 24 0 
SRR1298742.62	IGHD3-22 13 0 
SRR1298742.7364	IGHD2-2 24 0 
SRR1298742.584	IGHD6-13 13 0 
SRR1298742.441	IGHD6-13 13 0 
SRR1298742.4338	IGHD6-13 13 0 
SRR1298742.2222	IGHD6-13 13 0 
SRR1298742.3379	IGHD2-2 22 0 
SRR1298742.7344	IGHD2-2 24 0 
SRR1298742.4740	IGHD2-2 24 0 
SRR1298742.1781	IGHD2-2 24 0 
SRR1298742.5136	IGHD3-22 13 0 
SRR1298742.7011	IGHD2-2 24 0 
SRR1298742.7602	IGHD6-13 13 0 
SRR1298742.5260	IGHD6-13 13 0 
SRR1298742.4010	IGHD2-2 24 0 
SRR1298742.3459	IGHD6-13 13 0 
SRR1298742.1463	IGHD3-22 13 0 
SRR1298742.794	IGHD3-22 13 0 
SRR1298742.5880	IGHD2-2 22 0 
SRR1298742.5745	IGHD2-2 22 0 
SRR1298742.1100	IGHD3-22 28 2 
SRR1298742.4454	IGHD2-2 24 0 
SRR1298742.5729	IGHD6-13 13 0 
SRR1298742.5605	IGHD2-2 24 0 
SRR1298742.8714	IGHD2-2 24 0 
SRR1298742.33	IGHD6-13 13 0 
SRR1298742.2111	IGHD3-22 13 0 
SRR1298742.8575	IGHD6-13 13 0 
SRR1298742.7806	IGHD3-22 13 0 
SRR1298742.4295	IGHD3-22 28 2 
SRR1298742.5235	IGHD2-2 24 0 
SRR1298742.5073	IGHD6-13 13 0 
SRR1298742.2037	IGHD6-13 13 0 
SRR1298742.5904	IGHD2-2 24 0 
SRR1298742.596	IGHD3-22 13 0 
SRR1298742.7300	IGHD3-22 28 2 
SRR1298742.7877	IGHD6-13 13 0 
SRR1298742.5569	IGHD3-22 13 0 
SRR1298742.5643	IGHD2-2 24 0 
SRR1298742.6194	IGHD3-22 28 2 
SRR1298742.8617	IGHD6-13 13 0 
SRR1298742.6531	IGHD2-2 24 0 
SRR1298742.7596	IGHD3-22 28 2 
SRR1298742.6385	IGHD3-22 16 0 
SRR1298742.4850	IGHD2-2 24 0 
SRR1298742.3458	IGHD6-13 13 0 
SRR1298742.528	IGHD6-13 13 0 
SRR1298742.9410	IGHD3-22 13 0 
SRR1298742.6798	IGHD3-22 16 0 
SRR1298742.3721	IGHD6-13 13 0 
SRR1298742.8555	IGHD3-22 13 0 
SRR1298742.7149	IGHD2-2 24 0 
SRR1298742.8285	IGHD3-22 13 0 
SRR1298742.685	IGHD2-2 24 0 
SRR1298742.2915	IGHD6-13 13 0 
SRR1298742.8011	IGHD2-2 24 0 
SRR1298742.3436	IGHD6-13 13 0 
SRR1298742.372	IGHD6-13 13 0 
SRR1298742.3986	IGHD3-22 28 2 
SRR1298742.6736	IGHD6-13 13 0 
SRR1298742.2279	IGHD6-13 13 0 
SRR1298742.2888	IGHD3-22 13 0 
SRR1298742.3064	IGHD3-22 13 0 
SRR1298742.5776	IGHD3-22 13 0 
SRR1298742.49	IGHD3-22 28 2 
SRR1298742.7334	IGHD3-22 13 0 
SRR1298742.8185	IGHD2-2 24 0 
SRR1298742.736	IGHD6-13 13 0 
SRR1298742.4302	IGHD3-22 13 0 
SRR1298742.803	IGHD3-22 13 0 
SRR1298742.6003	IGHD6-13 13 0 
SRR1298742.8865	IGHD2-2 24 1 
SRR1298742.723	IGHD6-13 13 0 
SRR1298742.8295	IGHD3-22 13 0 
SRR1298742.2171	IGHD3-22 13 0 
SRR1298742.69	IGHD6-13 13 0 
SRR1298742.3157	IGHD2-2 24 0 
SRR1298742.1651	IGHD3-22 13 0 
SRR1298742.1193	IGHD3-22 28 2 
SRR1298742.6083	IGHD3-22 28 2 
SRR1298742.2365	IGHD2-2 24 0 
SRR1298742.9254	IGHD3-22 28 2 
SRR1298742.2089	IGHD6-13 13 0 
SRR1298742.2609	IGHD2-2 22 0 
SRR1298742.2357	IGHD3-22 28 2 
SRR1298742.8905	IGHD2-2 24 0 
SRR1298742.5441	IGHD3-22 13 0 
SRR1298742.641	IGHD6-13 13 0 
SRR1298742.8696	IGHD6-13 13 0 
SRR1298742.4877	IGHD6-13 13 0 
SRR1298742.4190	IGHD2-2 24 0 
SRR1298742.7788	IGHD2-2 24 0 
SRR1298742.4828	IGHD2-2 24 0 
SRR1298742.9052	IGHD3-22 13 0 
SRR1298742.3834	IGHD2-2 24 0 
SRR1298742.8606	IGHD2-2 24 0 
SRR1298742.389	IGHD3-22 28 2 
SRR1298742.3294	IGHD6-13 13 0 
SRR1298742.3263	IGHD3-22 13 0 
SRR1298742.5087	IGHD6-13 13 0 
SRR1298742.573	IGHD3-22 16 0 
SRR1298742.8899	IGHD6-13 13 0 
SRR1298742.6579	IGHD6-13 13 0 
SRR1298742.7141	IGHD3-9 14 0 
SRR1298742.2919	IGHD3-22 28 2 
SRR1298742.1237	IGHD6-13 13 0 
SRR1298742.4831	IGHD3-22 28 2 
SRR1298742.5902	IGHD3-22 16 0 
SRR1298742.3918	IGHD6-13 13 0 
SRR1298742.1557	IGHD3-22 13 0 
SRR1298742.8817	IGHD2-2 23 0 
SRR1298742.2276	IGHD3-22 28 3 
SRR1298742.8687	IGHD3-22 13 0 
SRR1298742.7554	IGHD2-2 24 0 
SRR1298742.1389	IGHD3-22 13 0 
SRR1298742.6270	IGHD6-13 13 0 
SRR1298742.1298	IGHD3-22 13 0 
SRR1298742.5128	IGHD3-22 28 2 
SRR1298742.388	IGHD6-13 13 0 
SRR1298742.8297	IGHD2-2 24 0 
SRR1298742.266	IGHD3-22 28 2 
SRR1298742.7642	IGHD6-13 13 0 
SRR1298742.560	IGHD6-13 13 0 
SRR1298742.312	IGHD6-13 13 0 
SRR1298742.3053	IGHD3-22 13 0 
SRR1298742.4382	IGHD6-13 13 0 
SRR1298742.1728	IGHD3-22 28 2 
SRR1298742.3636	IGHD6-13 13 0 
SRR1298742.6343	IGHD3-22 13 0 
SRR1298742.8735	IGHD6-13 13 0 
SRR1298742.5201	IGHD3-22 28 3 
SRR1298742.1111	IGHD6-13 13 0 
SRR1298742.4550	IGHD3-22 28 3 
SRR1298742.5741	IGHD2-2 24 0 
SRR1298742.1684	IGHD3-22 16 0 
SRR1298742.9440	IGHD6-13 13 0 
SRR1298742.9104	IGHD6-13 13 0 
SRR1298742.5155	IGHD3-22 13 0 
SRR1298742.1354	IGHD3-22 13 0 
SRR1298742.2967	IGHD2-2 24 0 
SRR1298742.9383	IGHD3-22 13 0 
SRR1298742.3227	IGHD3-22 13 0 
SRR1298742.5981	IGHD6-13 13 0 
SRR1298742.2645	IGHD6-13 13 0 
SRR1298742.1357	IGHD3-22 13 0 
SRR1298742.9263	IGHD2-2 24 0 
SRR1298742.687	IGHD6-13 13 0 
SRR1298742.7911	IGHD2-2 22 0 
SRR1298742.2025	IGHD3-22 13 0 
SRR1298742.2875	IGHD6-13 13 0 
SRR1298742.716	IGHD3-22 13 0 
SRR1298742.5176	IGHD3-22 28 2 
SRR1298742.3508	IGHD3-22 28 2 
SRR1298742.1847	IGHD3-22 13 0 
SRR1298742.4930	IGHD2-2 24 0 
SRR1298742.5631	IGHD3-22 28 2 
SRR1298742.1399	IGHD3-22 28 2 
SRR1298742.4847	IGHD3-22 13 0 
SRR1298742.8417	IGHD2-2 24 0 
SRR1298742.7975	IGHD2-2 24 0 
SRR1298742.686	IGHD6-13 13 0 
SRR1298742.6859	IGHD2-2 22 0 
SRR1298742.5706	IGHD3-22 28 2 
SRR1298742.6550	IGHD2-2 24 0 
SRR1298742.1486	IGHD3-22 13 0 
SRR1298742.5229	IGHD3-22 28 2 
SRR1298742.8194	IGHD2-2 24 0 
SRR1298742.2583	IGHD6-13 13 0 
SRR1298742.7181	IGHD3-22 28 2 
SRR1298742.346	IGHD3-22 13 0 
SRR1298742.177	IGHD3-22 28 2 
SRR1298742.2020	IGHD2-2 24 0 
SRR1298742.967	IGHD2-2 24 0 
SRR1298742.3438	IGHD2-2 24 0 
SRR1298742.8043	IGHD6-13 13 0 
SRR1298742.213	IGHD6-13 13 0 
SRR1298742.6442	IGHD3-22 28 2 
SRR1298742.7039	IGHD3-22 13 0 
SRR1298742.5013	IGHD6-13 13 0 
SRR1298742.7206	IGHD3-22 28 2 
SRR1298742.9428	IGHD3-22 28 2 
SRR1298742.563	IGHD6-13 13 0 
SRR1298742.1421	IGHD2-2 24 0 
SRR1298742.4404	IGHD3-22 28 2 
SRR1298742.969	IGHD6-13 13 0 
SRR1298742.3742	IGHD3-22 13 0 
SRR1298742.7468	IGHD2-2 24 0 
SRR1298742.8949	IGHD2-2 24 0 
SRR1298742.9451	IGHD6-13 13 0 
SRR1298742.8083	IGHD3-22 13 0 
SRR1298742.3148	IGHD6-13 13 0 
SRR1298742.6025	IGHD2-2 24 0 
SRR1298742.4998	IGHD6-13 13 0 
SRR1298742.5941	IGHD2-2 24 0 
SRR1298742.7657	IGHD2-2 24 0 
SRR1298742.7359	IGHD6-13 13 0 
SRR1298742.9349	IGHD2-2 24 0 
SRR1298742.3442	IGHD3-22 28 2 
SRR1298742.6073	IGHD2-2 24 0 
SRR1298742.4142	IGHD3-22 28 2 
SRR1298742.5037	IGHD6-13 13 0 
SRR1298742.8063	IGHD2-2 24 0 
SRR1298742.1381	IGHD3-22 13 0 
SRR1298742.1346	IGHD3-22 13 0 
SRR1298742.4228	IGHD6-13 13 0 
SRR1298742.3023	IGHD3-22 28 2 
SRR1298742.3112	IGHD3-22 13 0 
SRR1298742.517	IGHD3-22 13 0 
SRR1298742.8184	IGHD2-2 24 0 
SRR1298742.640	IGHD3-22 28 2 
SRR1298742.5626	IGHD2-2 24 0 
SRR1298742.3027	IGHD3-22 28 2 
SRR1298742.4758	IGHD3-22 28 2 
SRR1298742.339	IGHD3-22 28 2 
SRR1298742.6626	IGHD6-13 13 0 
SRR1298742.6307	IGHD3-22 28 2 
SRR1298742.2041	IGHD3-22 13 0 
SRR1298742.205	IGHD2-2 24 0 
SRR1298742.8838	IGHD3-22 28 2 
SRR1298742.1394	IGHD6-13 13 0 
SRR1298742.4119	IGHD3-22 13 0 
SRR1298742.5121	IGHD2-2 24 0 
SRR1298742.6730	IGHD2-2 24 0 
SRR1298742.8866	IGHD6-13 13 0 
SRR1298742.2767	IGHD6-13 13 0 
SRR1298742.491	IGHD6-13 13 0 
SRR1298742.8229	IGHD2-2 24 0 
SRR1298742.8336	IGHD2-2 24 0 
SRR1298742.6173	IGHD2-2 24 0 
SRR1298742.1732	IGHD3-22 13 0 
SRR1298742.3747	IGHD3-22 28 2 
SRR1298742.1231	IGHD2-2 24 0 
SRR1298742.232	IGHD3-22 13 0 
SRR1298742.8691	IGHD2-2 24 0 
SRR1298742.6916	IGHD2-2 24 0 
SRR1298742.9389	IGHD3-22 13 0 
SRR1298742.2796	IGHD2-2 24 0 
SRR1298742.2127	IGHD3-22 13 0 
SRR1298742.810	IGHD6-13 13 0 
SRR1298742.5058	IGHD6-13 13 0 
SRR1298742.571	IGHD3-22 13 0 
SRR1298742.9043	IGHD2-2 24 0 
SRR1298742.451	IGHD2-2 24 0 
SRR1298742.4919	IGHD2-2 24 1 
SRR1298742.4005	IGHD2-2 24 0 
SRR1298742.2141	IGHD3-22 28 2 
SRR1298742.1951	IGHD3-22 13 0 
SRR1298742.2558	IGHD6-13 13 0 
SRR1298742.4458	IGHD3-22 13 0 
SRR1298742.2271	IGHD6-13 13 0 
SRR1298742.6118	IGHD2-2 24 0 
SRR1298742.1168	IGHD3-22 28 2 
SRR1298742.3715	IGHD3-22 13 0 
SRR1298742.200	IGHD2-2 24 0 
SRR1298742.7983	IGHD2-2 24 0 
SRR1298742.8969	IGHD2-2 24 0 
SRR1298742.4929	IGHD6-13 13 0 
SRR1298742.5558	IGHD2-2 24 0 
SRR1298742.4306	IGHD6-13 13 0 
SRR1298742.6703	IGHD2-2 24 1 
SRR1298742.377	IGHD6-13 13 0 
SRR1298742.623	IGHD3-22 28 2 
SRR1298742.6951	IGHD3-22 28 2 
SRR1298742.4111	IGHD2-2 24 0 
SRR1298742.5915	IGHD3-22 28 2 
SRR1298742.6850	IGHD3-22 25 2 
SRR1298742.3784	IGHD3-22 16 0 
SRR1298742.7832	IGHD2-2 24 0 
SRR1298742.3746	IGHD6-13 13 0 
SRR1298742.7088	IGHD2-2 24 0 
SRR1298742.8775	IGHD3-22 13 0 
SRR1298742.8060	IGHD2-2 24 0 
SRR1298742.3857	IGHD3-22 28 2 
SRR1298742.7266	IGHD2-2 22 0 
SRR1298742.3572	IGHD3-22 28 2 
SRR1298742.8428	IGHD6-13 13 0 
SRR1298742.4414	IGHD6-13 13 0 
SRR1298742.4908	IGHD6-13 13 0 
SRR1298742.830	IGHD3-22 28 2 
SRR1298742.3663	IGHD2-2 24 0 
SRR1298742.7955	IGHD2-2 24 0 
SRR1298742.7634	IGHD3-22 28 2 
SRR1298742.7982	IGHD2-2 24 0 
SRR1298742.9100	IGHD2-2 24 0 
SRR1298742.6029	IGHD2-2 24 0 
SRR1298742.3308	IGHD3-22 13 0 
SRR1298742.401	IGHD3-22 13 0 
SRR1298742.4841	IGHD2-2 22 0 
SRR1298742.7600	IGHD3-22 13 0 
SRR1298742.645	IGHD3-22 28 2 
SRR1298742.5179	IGHD6-13 13 0 
SRR1298742.5924	IGHD2-2 24 0 
SRR1298742.6089	IGHD2-2 24 0 
SRR1298742.268	IGHD3-22 13 0 
SRR1298742.1787	IGHD3-22 13 0 
SRR1298742.1599	IGHD3-22 28 2 
SRR1298742.871	IGHD3-22 13 0 
SRR1298742.260	IGHD6-13 13 0 
SRR1298742.4912	IGHD6-13 13 0 
SRR1298742.1772	IGHD3-22 16 0 
SRR1298742.8954	IGHD6-13 13 0 
SRR1298742.9335	IGHD3-22 28 2 
SRR1298742.155	IGHD3-22 13 0 
SRR1298742.2839	IGHD6-13 13 0 
SRR1298742.5474	IGHD2-2 24 0 
SRR1298742.9435	IGHD6-13 13 0 
SRR1298742.792	IGHD3-22 13 0 
SRR1298742.1293	IGHD3-22 13 0 
SRR1298742.5483	IGHD6-13 13 0 
SRR1298742.3095	IGHD2-2 24 0 
SRR1298742.2322	IGHD2-2 24 0 
SRR1298742.2853	IGHD3-22 28 2 
SRR1298742.4518	IGHD2-2 24 0 
SRR1298742.192	IGHD6-13 13 0 
SRR1298742.3418	IGHD2-2 24 0 
SRR1298742.8204	IGHD2-2 24 0 
SRR1298742.4957	IGHD3-22 28 2 
SRR1298742.3808	IGHD3-22 28 2 
SRR1298742.7164	IGHD3-22 16 0 
SRR1298742.2255	IGHD3-22 13 0 
SRR1298742.4566	IGHD3-22 28 2 
SRR1298742.6935	IGHD6-13 13 0 
SRR1298742.2864	IGHD6-13 13 0 
SRR1298742.5446	IGHD3-22 13 0 
SRR1298742.7432	IGHD2-2 24 0 
SRR1298742.5777	IGHD3-22 28 2 
SRR1298742.4105	IGHD3-22 13 0 
SRR1298742.2091	IGHD2-2 22 0 
SRR1298742.5843	IGHD6-13 13 0 
SRR1298742.3086	IGHD3-22 28 2 
SRR1298742.1074	IGHD6-13 13 0 
SRR1298742.3825	IGHD2-2 24 0 
SRR1298742.3470	IGHD3-22 13 0 
SRR1298742.4068	IGHD6-13 13 0 
SRR1298742.555	IGHD6-13 13 0 
SRR1298742.3611	IGHD3-22 13 0 
SRR1298742.9050	IGHD2-2 24 0 
SRR1298742.3434	IGHD6-13 13 0 
SRR1298742.4569	IGHD3-22 13 0 
SRR1298742.8639	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.1830	IGHD6-13 13 0 
SRR1298742.4342	IGHD2-2 24 0 
SRR1298742.8779	IGHD2-2 24 0 
SRR1298742.6126	IGHD6-13 13 0 
SRR1298742.1863	IGHD6-13 13 0 
SRR1298742.1483	IGHD3-22 13 0 
SRR1298742.338	IGHD3-22 13 0 
SRR1298742.8828	IGHD6-13 13 0 
SRR1298742.8546	IGHD2-2 24 0 
SRR1298742.4134	IGHD2-2 24 0 
SRR1298742.5872	IGHD6-13 13 0 
SRR1298742.5898	IGHD3-22 13 0 
SRR1298742.215	IGHD3-22 13 0 
SRR1298742.4746	IGHD2-2 24 0 
SRR1298742.4243	IGHD2-2 24 1 
SRR1298742.9210	IGHD6-13 13 0 
SRR1298742.4657	IGHD2-2 24 0 
SRR1298742.3542	IGHD6-13 13 0 
SRR1298742.4696	IGHD3-22 13 0 
SRR1298742.6503	IGHD2-2 24 0 
SRR1298742.5869	IGHD3-22 13 0 
SRR1298742.8224	IGHD2-2 24 0 
SRR1298742.805	IGHD6-13 13 0 
SRR1298742.6582	IGHD2-2 24 0 
SRR1298742.6672	IGHD3-22 28 2 
SRR1298742.4241	IGHD3-22 13 0 
SRR1298742.1678	IGHD3-22 28 2 
SRR1298742.816	IGHD6-13 13 0 
SRR1298742.8756	IGHD6-13 13 0 
SRR1298742.4910	IGHD2-2 24 0 
SRR1298742.1626	IGHD3-22 13 0 
SRR1298742.886	IGHD6-13 13 0 
SRR1298742.2488	IGHD3-22 13 0 
SRR1298742.2407	IGHD3-22 21 1 
SRR1298742.3909	IGHD3-22 13 0 
SRR1298742.9292	IGHD2-2 24 0 
SRR1298742.683	IGHD3-22 13 0 
SRR1298742.6646	IGHD2-2 24 0 
SRR1298742.8717	IGHD3-22 13 0 
SRR1298742.3772	IGHD2-2 24 0 
SRR1298742.2784	IGHD3-22 13 0 
SRR1298742.2389	IGHD6-13 13 0 
SRR1298742.1578	IGHD3-22 28 2 
SRR1298742.8237	IGHD2-2 24 0 
SRR1298742.949	IGHD3-22 13 0 
SRR1298742.3450	IGHD2-2 20 0 
SRR1298742.6473	IGHD3-22 13 0 
SRR1298742.832	IGHD3-22 28 2 
SRR1298742.6145	IGHD3-22 28 2 
SRR1298742.8762	IGHD2-2 24 0 
SRR1298742.1530	IGHD3-22 13 0 
SRR1298742.2743	IGHD3-22 28 3 
SRR1298742.3007	IGHD3-22 28 2 
SRR1298742.7693	IGHD3-22 16 0 
SRR1298742.3978	IGHD3-22 28 2 
SRR1298742.4627	IGHD6-13 13 0 
SRR1298742.983	IGHD6-13 13 0 
SRR1298742.3642	IGHD3-22 13 0 
SRR1298742.3867	IGHD2-2 24 0 
SRR1298742.8399	IGHD1-20/1-7 15 0 
SRR1298742.1653	IGHD3-22 13 0 
SRR1298742.7749	IGHD2-2 24 0 
SRR1298742.8988	IGHD6-13 13 0 
SRR1298742.4282	IGHD2-2 24 0 
SRR1298742.2506	IGHD3-22 13 0 
SRR1298742.3118	IGHD6-13 13 0 
SRR1298742.4597	IGHD6-13 13 0 
SRR1298742.6693	IGHD3-22 28 2 
SRR1298742.572	IGHD3-22 13 0 
SRR1298742.754	IGHD2-2 22 0 
SRR1298742.2917	IGHD6-13 13 0 
SRR1298742.2532	IGHD6-13 13 0 
SRR1298742.2197	IGHD6-13 13 0 
SRR1298742.4918	IGHD3-22 28 2 
SRR1298742.2202	IGHD3-22 13 0 
SRR1298742.2287	IGHD3-22 13 0 
SRR1298742.3352	IGHD2-2 24 0 
SRR1298742.7858	IGHD2-2 24 0 
SRR1298742.1455	IGHD6-13 13 0 
SRR1298742.8666	IGHD3-22 13 0 
SRR1298742.8219	IGHD2-2 24 0 
SRR1298742.6694	IGHD2-2 24 0 
SRR1298742.7425	IGHD6-13 13 0 
SRR1298742.3821	IGHD3-22 13 0 
SRR1298742.7742	IGHD6-13 13 0 
SRR1298742.1671	IGHD2-2 22 0 
SRR1298742.1330	IGHD3-22 28 2 
SRR1298742.6134	IGHD3-22 28 2 
SRR1298742.6928	IGHD3-22 16 0 
SRR1298742.4200	IGHD2-2 24 0 
SRR1298742.7830	IGHD3-22 13 0 
SRR1298742.6098	IGHD6-13 13 0 
SRR1298742.2147	IGHD3-22 28 2 
SRR1298742.5183	IGHD3-22 13 0 
SRR1298742.8511	IGHD2-2 24 0 
SRR1298742.6076	IGHD2-2 24 0 
SRR1298742.1344	IGHD3-22 28 2 
SRR1298742.4663	IGHD2-2 24 0 
SRR1298742.2623	IGHD6-13 13 0 
SRR1298742.480	IGHD3-22 28 2 
SRR1298742.3989	IGHD3-22 13 0 
SRR1298742.1647	IGHD3-22 28 2 
SRR1298742.2329	IGHD3-22 28 2 
SRR1298742.1668	IGHD6-13 13 0 
SRR1298742.7548	IGHD2-2 24 0 
SRR1298742.1709	IGHD6-13 13 0 
SRR1298742.9369	IGHD2-2 24 0 
SRR1298742.1925	IGHD3-22 28 2 
SRR1298742.8152	IGHD2-2 24 0 
SRR1298742.2650	IGHD2-2 24 0 
SRR1298742.9155	IGHD2-2 24 0 
SRR1298742.2920	IGHD2-2 24 0 
SRR1298742.7222	IGHD6-13 13 0 
