SRR1298742.122	IGHG 27 0 
SRR1298742.3273	IGHG 21 1 
SRR1298742.8547	IGHM 113 0 
SRR1298742.1974	IGHG 27 0 
SRR1298742.8879	IGHG 29 0 
SRR1298742.2593	IGHG 27 0 
SRR1298742.201	IGHG 29 0 
SRR1298742.7372	IGHM 113 1 
SRR1298742.8114	IGHG 27 0 
SRR1298742.7223	IGHM 113 3 
SRR1298742.1976	IGHG 27 0 
SRR1298742.4329	IGHM 113 0 
SRR1298742.4475	IGHG 29 1 
SRR1298742.4888	IGHG 27 0 
SRR1298742.3570	IGHG 29 0 
SRR1298742.7652	IGHG 29 0 
SRR1298742.29	IGHG 27 0 
SRR1298742.8205	IGHG 27 0 
SRR1298742.2316	IGHG 29 0 
SRR1298742.1975	IGHM 113 0 
SRR1298742.1793	IGHG 29 0 
SRR1298742.5300	IGHM 113 0 
SRR1298742.9265	IGHM 113 0 
SRR1298742.1501	IGHG 26 0 
SRR1298742.4401	IGHM 113 0 
SRR1298742.2166	IGHG 26 0 
SRR1298742.4951	IGHG 29 0 
SRR1298742.7494	IGHG 27 0 
SRR1298742.3625	IGHG 29 0 
SRR1298742.5421	IGHM 113 0 
SRR1298742.1603	IGHG 27 0 
SRR1298742.6255	IGHM 113 0 
SRR1298742.2620	IGHM 113 1 
SRR1298742.2952	IGHM 113 0 
SRR1298742.8463	IGHM 113 0 
SRR1298742.6809	IGHM 113 1 
SRR1298742.4827	IGHG 27 0 
SRR1298742.1050	IGHG 29 0 
SRR1298742.6723	IGHM 113 0 
SRR1298742.7173	IGHG 27 0 
SRR1298742.3197	IGHG 27 0 
SRR1298742.9068	IGHG 29 0 
SRR1298742.8079	IGHG 29 0 
SRR1298742.1519	IGHG 27 0 
SRR1298742.6581	IGHM 113 0 
SRR1298742.8752	IGHG 27 0 
SRR1298742.6296	IGHG 27 0 
SRR1298742.8439	IGHG 29 0 
SRR1298742.7679	IGHM 113 1 
SRR1298742.1835	IGHG 29 0 
SRR1298742.7055	IGHG 27 0 
SRR1298742.8858	IGHM 113 0 
SRR1298742.6817	IGHM 113 0 
SRR1298742.2701	IGHG 29 0 
SRR1298742.3160	IGHG 29 0 
SRR1298742.4072	IGHM 113 0 
SRR1298742.6616	IGHM 113 0 
SRR1298742.4372	IGHM 113 0 
SRR1298742.1068	IGHG 27 0 
SRR1298742.8242	IGHM 113 0 
SRR1298742.7413	IGHG 29 0 
SRR1298742.7427	IGHM 113 0 
SRR1298742.2954	IGHG 29 0 
SRR1298742.6979	IGHG 27 0 
SRR1298742.5484	IGHG 27 0 
SRR1298742.4501	IGHG 29 0 
SRR1298742.7114	IGHG 27 0 
SRR1298742.5541	IGHG 29 0 
SRR1298742.1171	IGHG 27 0 
SRR1298742.6988	IGHG 27 0 
SRR1298742.7608	IGHM 113 0 
SRR1298742.2842	IGHG 27 0 
SRR1298742.93	IGHG 27 0 
SRR1298742.4670	IGHG 27 0 
SRR1298742.3167	IGHG 29 0 
SRR1298742.8760	IGHM 113 0 
SRR1298742.5837	IGHM 113 0 
SRR1298742.2595	IGHM 113 0 
SRR1298742.2003	IGHM 113 0 
SRR1298742.5342	IGHG 27 0 
SRR1298742.4820	IGHG 27 0 
SRR1298742.3323	IGHM 113 0 
SRR1298742.7699	IGHG 29 0 
SRR1298742.536	IGHG 27 0 
SRR1298742.2889	IGHG 25 0 
SRR1298742.1236	IGHG 27 0 
SRR1298742.2170	IGHM 113 0 
SRR1298742.6405	IGHG 27 0 
SRR1298742.6223	IGHG 27 1 
SRR1298742.6376	IGHG 27 0 
SRR1298742.4707	IGHG 29 0 
SRR1298742.2023	IGHG 27 0 
SRR1298742.2385	IGHG 29 0 
SRR1298742.2445	IGHG 27 0 
SRR1298742.4971	IGHM 113 0 
SRR1298742.2398	IGHG 29 0 
SRR1298742.8344	IGHG 27 1 IGHE 29 2 IGHE 29 2 
SRR1298742.5244	IGHM 113 3 
SRR1298742.9074	IGHM 113 0 
SRR1298742.7274	IGHG 29 0 
SRR1298742.6301	IGHG 29 0 
SRR1298742.1002	IGHG 27 0 
SRR1298742.866	IGHG 29 0 
SRR1298742.740	IGHG 27 0 
SRR1298742.938	IGHM 113 0 
SRR1298742.849	IGHG 27 0 
SRR1298742.3613	IGHG 27 0 
SRR1298742.9057	IGHG 27 0 
SRR1298742.8093	IGHM 113 0 
SRR1298742.7221	IGHG 27 1 
SRR1298742.163	IGHG 29 0 
SRR1298742.7303	IGHG 29 0 
SRR1298742.87	IGHG 27 0 
SRR1298742.9051	IGHM 113 0 
SRR1298742.6702	IGHG 27 0 
SRR1298742.111	IGHG 29 0 
SRR1298742.8466	IGHM 113 2 
SRR1298742.1960	IGHG 26 0 
SRR1298742.3141	IGHM 113 0 
SRR1298742.6512	IGHG 29 0 
SRR1298742.6858	IGHM 113 1 
SRR1298742.1885	IGHG 29 0 
SRR1298742.359	IGHG 27 0 
SRR1298742.9392	IGHG 27 0 
SRR1298742.7268	IGHG 27 0 
SRR1298742.7898	IGHG 27 0 
SRR1298742.5925	IGHG 27 0 
SRR1298742.8312	IGHG 27 0 
SRR1298742.2655	IGHG 29 0 
SRR1298742.9419	IGHG 27 0 
SRR1298742.7293	IGHG 27 0 
SRR1298742.4287	IGHM 113 0 
SRR1298742.3805	IGHG 27 0 
SRR1298742.5730	IGHM 113 0 
SRR1298742.8944	IGHM 113 0 
SRR1298742.8271	IGHG 29 0 
SRR1298742.7984	IGHM 113 1 
SRR1298742.3483	IGHG 29 0 
SRR1298742.1183	IGHG 26 0 
SRR1298742.218	IGHG 26 0 
SRR1298742.1343	IGHM 113 0 
SRR1298742.7848	IGHG 27 0 
SRR1298742.369	IGHG 27 0 
SRR1298742.5687	IGHG 29 0 
SRR1298742.2685	IGHM 113 0 
SRR1298742.8244	IGHG 27 0 
SRR1298742.9122	IGHG 27 0 
SRR1298742.966	IGHG 27 0 
SRR1298742.7706	IGHG 27 0 
SRR1298742.3847	IGHM 113 0 
SRR1298742.6614	IGHG 27 0 
SRR1298742.3313	IGHM 113 0 
SRR1298742.5134	IGHG 27 0 
SRR1298742.278	IGHG 27 0 
SRR1298742.3685	IGHM 113 0 
SRR1298742.9002	IGHG 29 0 
SRR1298742.7107	IGHG 27 0 
SRR1298742.2140	IGHG 27 0 
SRR1298742.7120	IGHG 29 0 
SRR1298742.2857	IGHG 29 0 
SRR1298742.2522	IGHM 113 1 
SRR1298742.7570	IGHG 27 0 
SRR1298742.4026	IGHM 113 0 
SRR1298742.8506	IGHM 113 0 
SRR1298742.7637	IGHM 113 0 
SRR1298742.2058	IGHG 29 1 
SRR1298742.1018	IGHG 29 0 
SRR1298742.7150	IGHM 113 1 
SRR1298742.1595	IGHG 27 0 
SRR1298742.2806	IGHG 29 0 
SRR1298742.6875	IGHM 113 4 
SRR1298742.2581	IGHG 27 0 
SRR1298742.1101	IGHG 27 0 
SRR1298742.6104	IGHG 29 0 
SRR1298742.9226	IGHG 28 0 
SRR1298742.1685	IGHG 27 0 
SRR1298742.2424	IGHG 27 0 
SRR1298742.5691	IGHG 27 0 
SRR1298742.2782	IGHG 29 0 
SRR1298742.5322	IGHM 114 2 
SRR1298742.7459	IGHM 113 2 
SRR1298742.6293	IGHG 27 0 
SRR1298742.5662	IGHM 113 0 
SRR1298742.8231	IGHG 27 0 
SRR1298742.4332	IGHG 27 0 
SRR1298742.965	IGHG 27 0 
SRR1298742.7797	IGHM 113 0 
SRR1298742.2378	IGHM 113 0 
SRR1298742.4559	IGHG 29 0 
SRR1298742.3768	IGHM 113 0 
SRR1298742.5344	IGHG 29 0 
SRR1298742.4402	IGHM 113 0 
SRR1298742.5614	IGHM 113 1 
SRR1298742.3033	IGHM 113 0 
SRR1298742.1493	IGHG 26 0 
SRR1298742.537	IGHG 26 0 
SRR1298742.7320	IGHM 113 0 
SRR1298742.4137	IGHG 27 0 
SRR1298742.3320	IGHM 113 0 
SRR1298742.2568	IGHG 27 0 
SRR1298742.3335	IGHM 113 0 
SRR1298742.125	IGHG 29 0 
SRR1298742.5456	IGHG 27 0 
SRR1298742.1961	IGHG 26 0 
SRR1298742.8724	IGHM 113 0 
SRR1298742.2315	IGHG 29 0 
SRR1298742.5085	IGHG 27 0 
SRR1298742.6724	IGHG 27 0 
SRR1298742.3394	IGHM 113 0 
SRR1298742.5956	IGHG 27 0 
SRR1298742.3929	IGHG 29 0 
SRR1298742.9077	IGHG 27 0 
SRR1298742.2198	IGHM 113 3 
SRR1298742.4157	IGHG 27 0 
SRR1298742.6556	IGHM 113 0 
SRR1298742.5694	IGHG 27 0 
SRR1298742.8837	IGHG 27 0 
SRR1298742.2087	IGHG 29 0 
SRR1298742.8110	IGHG 27 0 
SRR1298742.4872	IGHG 26 0 
SRR1298742.2341	IGHG 29 0 
SRR1298742.3018	IGHM 113 0 
SRR1298742.7920	IGHG 29 0 
SRR1298742.8452	IGHM 113 0 
SRR1298742.1214	IGHG 27 0 
SRR1298742.1066	IGHG 29 0 
SRR1298742.7074	IGHG 29 0 
SRR1298742.7400	IGHG 27 0 
SRR1298742.6152	IGHG 29 0 
SRR1298742.12	IGHG 26 0 
SRR1298742.2453	IGHG 27 0 
SRR1298742.3161	IGHM 113 0 
SRR1298742.3452	IGHG 27 0 
SRR1298742.330	IGHG 27 0 
SRR1298742.7612	IGHM 113 0 
SRR1298742.6805	IGHG 27 1 
SRR1298742.3698	IGHG 27 0 
SRR1298742.8123	IGHM 113 1 
SRR1298742.8574	IGHM 113 0 
SRR1298742.7520	IGHM 113 0 
SRR1298742.1302	IGHM 113 0 
SRR1298742.4585	IGHG 27 0 
SRR1298742.1138	IGHG 29 0 
SRR1298742.1992	IGHM 113 0 
SRR1298742.1121	IGHM 114 3 
SRR1298742.22	IGHG 27 0 
SRR1298742.3367	IGHG 27 0 
SRR1298742.3600	IGHM 113 0 
SRR1298742.6185	IGHM 113 0 
SRR1298742.6011	IGHG 27 0 
SRR1298742.8496	IGHM 113 0 
SRR1298742.4927	IGHM 113 0 
SRR1298742.4782	IGHM 113 0 
SRR1298742.7019	IGHM 113 0 
SRR1298742.4966	IGHG 29 0 
SRR1298742.2761	IGHG 27 0 
SRR1298742.7065	IGHM 113 0 
SRR1298742.4022	IGHG 27 0 
SRR1298742.130	IGHG 29 0 
SRR1298742.1369	IGHG 27 0 
SRR1298742.5575	IGHG 27 0 
SRR1298742.5227	IGHM 113 0 
SRR1298742.36	IGHG 28 0 
SRR1298742.5454	IGHG 27 0 
SRR1298742.5253	IGHG 27 0 
SRR1298742.7932	IGHM 113 0 
SRR1298742.608	IGHG 27 0 
SRR1298742.5951	IGHM 113 0 
SRR1298742.6153	IGHG 27 0 
SRR1298742.7852	IGHG 27 0 
SRR1298742.82	IGHG 29 0 
SRR1298742.5119	IGHG 27 0 
SRR1298742.3766	IGHM 113 0 
SRR1298742.9220	IGHG 27 0 
SRR1298742.8470	IGHM 113 0 
SRR1298742.3433	IGHG 27 0 
SRR1298742.4409	IGHG 27 0 
SRR1298742.7199	IGHG 27 0 
SRR1298742.9055	IGHM 113 0 
SRR1298742.4883	IGHG 29 0 
SRR1298742.4876	IGHG 29 1 
SRR1298742.9013	IGHG 29 0 
SRR1298742.908	IGHG 27 0 
SRR1298742.8707	IGHM 113 0 
SRR1298742.8758	IGHG 27 0 
SRR1298742.6618	IGHG 27 0 
SRR1298742.6645	IGHM 113 0 
SRR1298742.6763	IGHM 113 0 
SRR1298742.5979	IGHG 27 0 
SRR1298742.4262	IGHG 29 0 
SRR1298742.8462	IGHG 25 0 
SRR1298742.5754	IGHM 113 0 
SRR1298742.1077	IGHG 27 0 
SRR1298742.3262	IGHG 27 0 
SRR1298742.2355	IGHM 113 0 
SRR1298742.3678	IGHM 113 1 
SRR1298742.8493	IGHG 27 0 
SRR1298742.2293	IGHG 27 0 
SRR1298742.8946	IGHM 113 0 
SRR1298742.8267	IGHM 113 1 
SRR1298742.597	IGHG 27 0 
SRR1298742.3253	IGHG 29 0 
SRR1298742.4471	IGHG 29 0 
SRR1298742.4293	IGHM 113 0 
SRR1298742.8723	IGHG 29 0 
SRR1298742.1775	IGHG 27 0 
SRR1298742.8098	IGHM 113 0 
SRR1298742.8313	IGHG 29 0 
SRR1298742.2029	IGHM 113 0 
SRR1298742.231	IGHG 27 0 
SRR1298742.3054	IGHG 27 0 
SRR1298742.1715	IGHG 29 0 
SRR1298742.7096	IGHG 29 0 
SRR1298742.90	IGHG 29 0 
SRR1298742.5371	IGHG 29 0 
SRR1298742.4165	IGHM 113 0 
SRR1298742.3855	IGHG 27 0 
SRR1298742.5500	IGHM 113 1 
SRR1298742.8868	IGHG 29 0 
SRR1298742.4479	IGHM 113 0 
SRR1298742.8832	IGHM 113 0 
SRR1298742.964	IGHG 27 0 
SRR1298742.4175	IGHM 113 1 
SRR1298742.353	IGHG 27 0 
SRR1298742.8966	IGHM 113 2 
SRR1298742.3811	IGHG 27 0 
SRR1298742.5188	IGHM 113 0 
SRR1298742.5791	IGHG 27 0 
SRR1298742.5060	IGHG 29 0 
SRR1298742.1246	IGHG 27 0 
SRR1298742.2383	IGHG 29 0 
SRR1298742.9079	IGHM 113 0 
SRR1298742.2929	IGHG 27 0 
SRR1298742.3200	IGHG 29 0 
SRR1298742.6708	IGHG 27 0 
SRR1298742.1853	IGHG 27 0 
SRR1298742.1450	IGHG 29 0 
SRR1298742.6276	IGHG 27 0 
SRR1298742.95	IGHG 27 0 
SRR1298742.5153	IGHG 29 0 
SRR1298742.7331	IGHG 27 0 
SRR1298742.2024	IGHM 113 0 
SRR1298742.7710	IGHM 113 1 
SRR1298742.6718	IGHM 113 0 
SRR1298742.6886	IGHG 29 0 
SRR1298742.5023	IGHM 113 0 
SRR1298742.9365	IGHM 113 0 
SRR1298742.1366	IGHM 113 0 
SRR1298742.7314	IGHG 27 0 
SRR1298742.3178	IGHG 27 0 
SRR1298742.9418	IGHG 29 0 
SRR1298742.766	IGHG 17 0 
SRR1298742.9017	IGHG 27 0 
SRR1298742.9099	IGHG 27 0 
SRR1298742.4955	IGHM 113 1 
SRR1298742.3056	IGHG 29 0 
SRR1298742.6966	IGHG 27 0 
SRR1298742.2419	IGHG 29 0 
SRR1298742.4646	IGHM 113 0 
SRR1298742.7100	IGHM 113 1 
SRR1298742.4608	IGHM 113 0 
SRR1298742.4106	IGHM 113 0 
SRR1298742.7045	IGHM 113 0 
SRR1298742.7292	IGHM 113 0 
SRR1298742.1170	IGHG 27 0 
SRR1298742.4061	IGHM 113 0 
SRR1298742.3187	IGHG 27 0 
SRR1298742.8070	IGHG 29 0 
SRR1298742.3839	IGHG 29 0 
SRR1298742.8409	IGHG 29 0 
SRR1298742.2559	IGHM 113 1 
SRR1298742.6169	IGHM 113 0 
SRR1298742.3790	IGHM 113 0 
SRR1298742.7329	IGHG 27 0 
SRR1298742.2444	IGHG 27 0 
SRR1298742.6871	IGHM 113 1 
SRR1298742.9000	IGHM 113 0 
SRR1298742.5099	IGHG 29 0 
SRR1298742.5146	IGHG 27 0 
SRR1298742.1238	IGHG 27 0 
SRR1298742.8582	IGHG 27 0 
SRR1298742.1900	IGHG 29 0 
SRR1298742.430	IGHM 104 1 
SRR1298742.264	IGHG 29 0 
SRR1298742.5263	IGHM 113 0 
SRR1298742.6838	IGHM 113 0 
SRR1298742.5948	IGHG 27 0 
SRR1298742.2711	IGHM 113 0 
SRR1298742.6855	IGHM 113 0 
SRR1298742.189	IGHG 27 0 
SRR1298742.927	IGHG 29 0 
SRR1298742.2990	IGHM 113 0 
SRR1298742.4248	IGHG 27 0 
SRR1298742.7280	IGHG 27 0 
SRR1298742.77	IGHG 27 0 
SRR1298742.9163	IGHG 29 0 
SRR1298742.5671	IGHG 27 0 
SRR1298742.8173	IGHG 27 0 
SRR1298742.5587	IGHG 29 0 
SRR1298742.2284	IGHM 113 0 
SRR1298742.8166	IGHM 113 0 
SRR1298742.5721	IGHM 113 0 
SRR1298742.2228	IGHG 27 0 
SRR1298742.3287	IGHG 27 0 
SRR1298742.1507	IGHG 27 0 
SRR1298742.5969	IGHG 27 0 
SRR1298742.702	IGHG 27 0 
SRR1298742.8133	IGHG 27 0 
SRR1298742.8186	IGHG 27 0 
SRR1298742.6698	IGHM 113 0 
SRR1298742.8987	IGHG 29 0 
SRR1298742.9430	IGHM 113 0 
SRR1298742.1553	IGHG 29 0 
SRR1298742.2373	IGHG 27 0 
SRR1298742.2133	IGHG 27 0 
SRR1298742.9066	IGHG 27 0 
SRR1298742.4172	IGHM 113 1 
SRR1298742.1096	IGHG 29 0 
SRR1298742.8600	IGHG 27 0 
SRR1298742.708	IGHG 29 0 
SRR1298742.5742	IGHG 27 0 
SRR1298742.605	IGHG 27 0 
SRR1298742.3977	IGHG 29 0 
SRR1298742.6600	IGHG 29 0 
SRR1298742.1760	IGHG 27 0 
SRR1298742.1641	IGHG 29 0 
SRR1298742.2158	IGHM 113 0 
SRR1298742.6507	IGHM 113 0 
SRR1298742.948	IGHM 114 0 
SRR1298742.6908	IGHM 113 0 
SRR1298742.7369	IGHG 29 0 
SRR1298742.851	IGHG 29 0 
SRR1298742.6248	IGHM 113 0 
SRR1298742.4564	IGHG 27 0 
SRR1298742.2168	IGHG 28 0 
SRR1298742.229	IGHG 29 0 
SRR1298742.3812	IGHM 113 0 
SRR1298742.2172	IGHG 27 0 
SRR1298742.7421	IGHM 113 0 
SRR1298742.1051	IGHG 27 0 
SRR1298742.1406	IGHG 27 0 
SRR1298742.2043	IGHG 27 0 
SRR1298742.8875	IGHM 113 0 
SRR1298742.3853	IGHG 27 0 
SRR1298742.8144	IGHM 113 0 
SRR1298742.8822	IGHM 113 0 
SRR1298742.2243	IGHM 113 0 
SRR1298742.4938	IGHG 27 0 
SRR1298742.9065	IGHM 113 0 
SRR1298742.8332	IGHG 27 0 
SRR1298742.7474	IGHG 27 0 
SRR1298742.3299	IGHG 27 0 
SRR1298742.6158	IGHM 113 0 
SRR1298742.3883	IGHM 113 0 
SRR1298742.1087	IGHM 113 0 
SRR1298742.2910	IGHG 29 0 
SRR1298742.8461	IGHG 29 0 
SRR1298742.7914	IGHG 27 0 
SRR1298742.4577	IGHM 113 0 
SRR1298742.1582	IGHG 27 0 
SRR1298742.186	IGHG 27 0 
SRR1298742.6051	IGHG 29 0 
SRR1298742.701	IGHG 26 0 
SRR1298742.4054	IGHM 113 0 
SRR1298742.8562	IGHG 27 0 
SRR1298742.658	IGHG 27 0 
SRR1298742.7109	IGHM 113 0 
SRR1298742.325	IGHG 27 0 
SRR1298742.4703	IGHG 29 0 
SRR1298742.2189	IGHG 27 0 
SRR1298742.8465	IGHM 113 0 
SRR1298742.2879	IGHG 29 0 
SRR1298742.9175	IGHG 27 0 
SRR1298742.85	IGHG 29 0 
SRR1298742.3553	IGHG 27 0 
SRR1298742.169	IGHG 27 0 
SRR1298742.6032	IGHG 27 0 
SRR1298742.32	IGHG 27 0 
SRR1298742.8460	IGHM 113 2 
SRR1298742.8887	IGHM 113 0 
SRR1298742.7475	IGHM 113 0 
SRR1298742.6132	IGHM 113 0 
SRR1298742.6660	IGHM 113 0 
SRR1298742.6457	IGHG 27 0 
SRR1298742.2462	IGHM 113 0 
SRR1298742.5289	IGHM 113 0 
SRR1298742.6148	IGHM 113 2 
SRR1298742.9170	IGHG 29 0 
SRR1298742.3830	IGHG 27 0 
SRR1298742.6744	IGHG 27 0 
SRR1298742.8477	IGHM 113 0 
SRR1298742.3506	IGHG 29 0 
SRR1298742.8426	IGHM 113 0 
SRR1298742.8035	IGHM 113 0 
SRR1298742.2666	IGHG 26 0 
SRR1298742.819	IGHM 113 0 
SRR1298742.8075	IGHM 113 0 
SRR1298742.3354	IGHG 27 0 
SRR1298742.548	IGHG 27 0 
SRR1298742.4184	IGHG 27 0 
SRR1298742.1954	IGHM 115 0 
SRR1298742.2846	IGHG 29 0 
SRR1298742.4140	IGHG 29 0 
SRR1298742.1417	IGHG 27 0 
SRR1298742.8019	IGHM 113 0 
SRR1298742.5202	IGHM 113 0 
SRR1298742.955	IGHG 27 0 
SRR1298742.9315	IGHM 113 0 
SRR1298742.7763	IGHM 113 0 
SRR1298742.8845	IGHG 27 0 
SRR1298742.1286	IGHG 27 0 
SRR1298742.2288	IGHG 27 0 
SRR1298742.6983	IGHM 113 0 
SRR1298742.8709	IGHG 27 0 
SRR1298742.3401	IGHG 27 0 
SRR1298742.1637	IGHG 27 0 
SRR1298742.6776	IGHG 27 0 
SRR1298742.18	IGHG 28 0 
SRR1298742.6229	IGHG 29 0 
SRR1298742.7930	IGHM 113 0 
SRR1298742.4935	IGHM 113 0 
SRR1298742.4145	IGHM 113 1 
SRR1298742.5572	IGHM 113 1 
SRR1298742.3205	IGHG 29 0 
SRR1298742.912	IGHG 29 0 
SRR1298742.870	IGHG 27 0 
SRR1298742.7012	IGHG 29 0 
SRR1298742.4156	IGHG 27 0 
SRR1298742.5665	IGHM 113 0 
SRR1298742.6230	IGHG 29 0 
SRR1298742.5616	IGHG 26 0 
SRR1298742.8656	IGHM 113 0 
SRR1298742.2455	IGHG 29 0 
SRR1298742.7021	IGHM 113 0 
SRR1298742.1832	IGHM 113 0 
SRR1298742.3969	IGHM 113 0 
SRR1298742.3910	IGHM 113 0 
SRR1298742.4728	IGHG 29 0 
SRR1298742.7702	IGHM 113 0 
SRR1298742.8239	IGHG 29 0 
SRR1298742.6595	IGHG 27 0 
SRR1298742.4328	IGHG 29 0 
SRR1298742.6166	IGHM 113 0 
SRR1298742.7856	IGHM 113 0 
SRR1298742.1338	IGHG 29 0 
SRR1298742.6762	IGHM 113 2 
SRR1298742.84	IGHG 29 0 
SRR1298742.2451	IGHM 113 0 
SRR1298742.8916	IGHM 113 1 
SRR1298742.3852	IGHM 113 0 
SRR1298742.568	IGHG 27 0 
SRR1298742.5968	IGHG 27 0 
SRR1298742.7008	IGHG 27 0 
SRR1298742.7969	IGHG 27 0 
SRR1298742.7412	IGHM 113 0 
SRR1298742.494	IGHG 29 0 
SRR1298742.6321	IGHG 27 0 
SRR1298742.4495	IGHM 113 0 
SRR1298742.5075	IGHM 113 0 
SRR1298742.8592	IGHG 27 0 
SRR1298742.821	IGHM 113 0 
SRR1298742.3890	IGHG 27 0 
SRR1298742.8767	IGHG 27 0 
SRR1298742.9	IGHG 27 0 
SRR1298742.2224	IGHG 27 0 
SRR1298742.7941	IGHM 113 0 
SRR1298742.1995	IGHG 29 0 
SRR1298742.7860	IGHG 29 0 
SRR1298742.1840	IGHM 113 0 
SRR1298742.166	IGHG 27 0 
SRR1298742.5295	IGHG 27 0 
SRR1298742.863	IGHM 113 1 
SRR1298742.2176	IGHM 113 0 
SRR1298742.7406	IGHM 113 0 
SRR1298742.7016	IGHM 113 0 
SRR1298742.7085	IGHM 113 0 
SRR1298742.7	IGHG 27 0 
SRR1298742.7997	IGHM 113 0 
SRR1298742.7510	IGHG 27 0 
SRR1298742.5805	IGHG 27 0 
SRR1298742.9184	IGHM 113 0 
SRR1298742.1349	IGHM 113 0 
SRR1298742.1955	IGHG 27 0 
SRR1298742.2429	IGHG 27 0 
SRR1298742.8054	IGHG 29 0 
SRR1298742.1977	IGHM 113 0 
SRR1298742.6767	IGHM 113 0 
SRR1298742.6884	IGHG 27 0 
SRR1298742.1802	IGHG 27 0 
SRR1298742.5613	IGHM 113 0 
SRR1298742.7136	IGHG 29 0 
SRR1298742.6603	IGHM 113 0 
SRR1298742.8307	IGHM 113 0 
SRR1298742.9121	IGHM 113 0 
SRR1298742.5157	IGHM 113 1 
SRR1298742.2004	IGHG 27 0 
SRR1298742.7695	IGHM 113 0 
SRR1298742.6128	IGHG 27 0 
SRR1298742.9130	IGHM 113 0 
SRR1298742.4534	IGHG 29 0 
SRR1298742.1739	IGHG 29 0 
SRR1298742.6090	IGHG 29 0 
SRR1298742.7482	IGHG 29 0 
SRR1298742.6741	IGHM 113 0 
SRR1298742.374	IGHG 29 0 
SRR1298742.9101	IGHG 27 0 
SRR1298742.8278	IGHG 27 0 
SRR1298742.107	IGHG 27 0 
SRR1298742.1159	IGHG 29 0 
SRR1298742.8454	IGHM 113 0 
SRR1298742.7585	IGHG 27 0 
SRR1298742.7330	IGHG 27 0 
SRR1298742.4802	IGHG 27 0 
SRR1298742.1363	IGHG 29 0 
SRR1298742.1706	IGHG 27 0 
SRR1298742.7040	IGHG 27 0 
SRR1298742.6840	IGHM 113 0 
SRR1298742.6155	IGHM 113 0 
SRR1298742.4717	IGHM 113 0 
SRR1298742.1921	IGHM 113 0 
SRR1298742.6322	IGHM 113 0 
SRR1298742.88	IGHG 29 0 
SRR1298742.4441	IGHM 113 0 
SRR1298742.3527	IGHG 27 0 
SRR1298742.4277	IGHM 113 0 
SRR1298742.4729	IGHG 29 0 
SRR1298742.6399	IGHM 113 0 
SRR1298742.8164	IGHM 113 1 
SRR1298742.6139	IGHM 113 0 
SRR1298742.1291	IGHG 27 0 
SRR1298742.8137	IGHG 27 0 
SRR1298742.777	IGHG 27 0 
SRR1298742.4506	IGHG 29 0 
SRR1298742.492	IGHG 29 0 
SRR1298742.2812	IGHG 29 0 
SRR1298742.438	IGHG 29 0 
SRR1298742.4419	IGHG 27 0 
SRR1298742.8740	IGHM 111 0 
SRR1298742.4771	IGHG 27 0 
SRR1298742.2297	IGHG 27 0 
SRR1298742.5599	IGHG 27 0 
SRR1298742.6659	IGHG 27 0 
SRR1298742.6524	IGHG 27 0 
SRR1298742.6413	IGHM 113 0 
SRR1298742.694	IGHG 29 0 
SRR1298742.7757	IGHM 113 0 
SRR1298742.6365	IGHG 29 0 
SRR1298742.505	IGHG 27 0 
SRR1298742.3189	IGHG 29 0 
SRR1298742.1378	IGHG 27 0 
SRR1298742.2635	IGHM 113 0 
SRR1298742.6992	IGHG 27 0 
SRR1298742.2556	IGHM 113 0 
SRR1298742.8761	IGHM 113 0 
SRR1298742.8532	IGHM 113 0 
SRR1298742.9449	IGHG 29 0 
SRR1298742.9176	IGHG 29 0 
SRR1298742.4031	IGHG 27 0 
SRR1298742.2012	IGHM 113 0 
SRR1298742.6421	IGHG 27 0 
SRR1298742.1108	IGHG 27 0 
SRR1298742.316	IGHG 29 0 
SRR1298742.2046	IGHG 27 0 
SRR1298742.4386	IGHG 29 0 
SRR1298742.2725	IGHG 27 0 
SRR1298742.7298	IGHM 113 0 
SRR1298742.3787	IGHG 29 0 
SRR1298742.7486	IGHM 113 0 
SRR1298742.7203	IGHM 113 0 
SRR1298742.1869	IGHM 113 3 
SRR1298742.4546	IGHG 27 0 
SRR1298742.680	IGHG 27 0 
SRR1298742.7979	IGHG 29 0 
SRR1298742.1471	IGHG 26 0 
SRR1298742.601	IGHG 29 0 
SRR1298742.116	IGHG 27 0 
SRR1298742.3489	IGHG 27 0 
SRR1298742.6802	IGHM 113 1 
SRR1298742.1163	IGHG 27 0 
SRR1298742.478	IGHM 113 1 
SRR1298742.3713	IGHM 113 0 
SRR1298742.6746	IGHG 29 0 
SRR1298742.2586	IGHM 113 0 
SRR1298742.3554	IGHG 29 0 
SRR1298742.5663	IGHM 113 0 
SRR1298742.1751	IGHG 27 0 
SRR1298742.3202	IGHM 113 0 
SRR1298742.2960	IGHM 114 3 
SRR1298742.4852	IGHM 113 0 
SRR1298742.3623	IGHG 27 0 
SRR1298742.3084	IGHG 27 0 
SRR1298742.5555	IGHG 29 0 
SRR1298742.3891	IGHG 27 0 
SRR1298742.6747	IGHG 27 0 
SRR1298742.1897	IGHG 29 0 
SRR1298742.2904	IGHG 29 0 
SRR1298742.4890	IGHM 113 0 
SRR1298742.963	IGHG 26 0 
SRR1298742.5259	IGHM 113 0 
SRR1298742.7435	IGHG 27 0 
SRR1298742.1574	IGHM 113 0 
SRR1298742.791	IGHM 113 3 
SRR1298742.4388	IGHG 27 0 
