SRR1298742.4027	IGHJ2 49 3 
SRR1298742.3852	IGHJ6 41 1 
SRR1298742.8916	IGHJ5 49 0 
SRR1298742.2451	IGHJ3 44 3 
SRR1298742.84	IGHJ6 46 1 
SRR1298742.494	IGHJ2 49 4 
SRR1298742.7412	IGHJ6 41 1 
SRR1298742.7008	IGHJ3 46 4 
SRR1298742.7969	IGHJ6 58 3 
SRR1298742.6983	IGHJ5 49 0 
SRR1298742.8709	IGHJ6 46 1 
SRR1298742.2288	IGHJ5 48 0 
SRR1298742.1286	IGHJ6 46 1 
SRR1298742.7763	IGHJ5 49 0 
SRR1298742.8845	IGHJ6 58 3 
SRR1298742.1637	IGHJ6 46 1 
SRR1298742.6776	IGHJ5 49 0 
SRR1298742.3401	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4145	IGHJ6 41 1 
SRR1298742.7930	IGHJ6 41 1 
SRR1298742.6229	IGHJ5 49 0 
SRR1298742.4935	IGHJ4 42 0 
SRR1298742.18	IGHJ6 58 3 
SRR1298742.912	IGHJ5 49 1 
SRR1298742.3205	IGHJ6 46 1 
SRR1298742.5572	IGHJ4 42 0 
SRR1298742.870	IGHJ5 49 0 
SRR1298742.7012	IGHJ6 46 1 
SRR1298742.6230	IGHJ6 58 3 
SRR1298742.5665	IGHJ6 41 1 
SRR1298742.4156	IGHJ4 41 1 
SRR1298742.8656	IGHJ3 44 3 
SRR1298742.5616	IGHJ6 46 1 
SRR1298742.548	IGHJ6 46 1 
SRR1298742.2846	IGHJ6 55 1 
SRR1298742.4184	IGHJ5 49 1 
SRR1298742.1954	IGHJ4 42 0 
SRR1298742.4140	IGHJ6 58 3 
SRR1298742.1417	IGHJ6 49 2 
SRR1298742.8019	IGHJ5 49 0 
SRR1298742.9315	IGHJ4 42 0 
SRR1298742.955	IGHJ6 46 1 
SRR1298742.5202	IGHJ3 44 3 
SRR1298742.8460	IGHJ5 49 0 
SRR1298742.32	IGHJ6 46 1 
SRR1298742.6660	IGHJ5 49 0 
SRR1298742.6132	IGHJ6 41 1 
SRR1298742.7475	IGHJ5 33 0 IGHJ4 33 0 IGHJ4 33 1 IGHJ1 33 1 IGHJ4 33 2 
SRR1298742.8887	IGHJ5 49 0 
SRR1298742.2462	IGHJ4 42 0 
SRR1298742.6457	IGHJ6 55 2 
SRR1298742.6148	IGHJ4 44 1 
SRR1298742.5289	IGHJ3 49 0 
SRR1298742.6744	IGHJ6 46 1 
SRR1298742.8477	IGHJ6 41 1 
SRR1298742.3830	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.9170	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8426	IGHJ5 49 0 
SRR1298742.3506	IGHJ5 49 0 
SRR1298742.8075	IGHJ5 49 0 
SRR1298742.3354	IGHJ6 46 2 
SRR1298742.819	IGHJ3 44 3 
SRR1298742.2666	IGHJ5 49 0 
SRR1298742.8035	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4054	IGHJ6 41 1 
SRR1298742.8562	IGHJ4 44 3 
SRR1298742.658	IGHJ6 46 1 
SRR1298742.325	IGHJ6 46 1 
SRR1298742.7109	IGHJ5 49 0 
SRR1298742.4703	IGHJ6 58 3 
SRR1298742.8465	IGHJ3 44 3 
SRR1298742.2189	IGHJ6 58 3 
SRR1298742.9175	IGHJ6 46 0 
SRR1298742.85	IGHJ6 46 1 
SRR1298742.2879	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6032	IGHJ6 58 3 
SRR1298742.169	IGHJ6 58 3 
SRR1298742.3553	IGHJ6 58 3 
SRR1298742.8144	IGHJ4 44 1 
SRR1298742.3853	IGHJ6 46 1 
SRR1298742.9065	IGHJ3 44 3 
SRR1298742.4938	IGHJ4 41 0 
SRR1298742.8822	IGHJ4 42 0 
SRR1298742.2243	IGHJ3 44 3 
SRR1298742.7474	IGHJ6 46 1 
SRR1298742.3299	IGHJ6 46 0 
SRR1298742.8332	IGHJ6 55 3 
SRR1298742.6158	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.1087	IGHJ6 41 1 
SRR1298742.3883	IGHJ6 41 1 
SRR1298742.701	IGHJ6 55 1 
SRR1298742.6051	IGHJ5 49 0 
SRR1298742.8461	IGHJ5 49 0 
SRR1298742.7914	IGHJ6 46 1 
SRR1298742.4577	IGHJ6 41 2 
SRR1298742.1582	IGHJ6 46 1 
SRR1298742.2910	IGHJ6 58 3 
SRR1298742.186	IGHJ6 46 1 
SRR1298742.7369	IGHJ5 49 0 
SRR1298742.948	IGHJ6 41 1 
SRR1298742.6908	IGHJ4 42 0 
SRR1298742.6248	IGHJ5 44 0 
SRR1298742.851	IGHJ6 58 3 
SRR1298742.2172	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4564	IGHJ5 49 0 
SRR1298742.229	IGHJ6 58 3 
SRR1298742.3812	IGHJ5 49 0 
SRR1298742.2168	IGHJ5 49 0 
SRR1298742.1051	IGHJ6 51 2 
SRR1298742.1406	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7421	IGHJ6 41 1 
SRR1298742.8875	IGHJ4 42 0 
SRR1298742.2043	IGHJ6 58 3 
SRR1298742.2133	IGHJ6 55 1 
SRR1298742.2373	IGHJ5 49 0 
SRR1298742.9066	IGHJ6 46 1 
SRR1298742.1096	IGHJ6 42 0 
SRR1298742.4172	IGHJ4 42 0 
SRR1298742.8600	IGHJ6 46 1 
SRR1298742.708	IGHJ6 55 1 
SRR1298742.3977	IGHJ6 46 1 
SRR1298742.605	IGHJ6 58 3 
SRR1298742.5742	IGHJ5 49 0 
SRR1298742.1760	IGHJ6 46 1 
SRR1298742.6600	IGHJ5 49 0 
SRR1298742.1641	IGHJ6 47 1 
SRR1298742.6507	IGHJ4 44 1 
SRR1298742.2158	IGHJ6 41 2 
SRR1298742.5587	IGHJ6 46 1 
SRR1298742.8166	IGHJ4 40 0 
SRR1298742.2284	IGHJ5 49 0 
SRR1298742.5721	IGHJ3 44 3 
SRR1298742.3287	IGHJ6 46 1 
SRR1298742.1507	IGHJ6 46 1 
SRR1298742.2228	IGHJ5 49 0 
SRR1298742.6698	IGHJ6 41 1 
SRR1298742.8186	IGHJ6 46 1 
SRR1298742.8133	IGHJ6 49 3 
SRR1298742.702	IGHJ6 46 1 
SRR1298742.5969	IGHJ6 46 1 
SRR1298742.1553	IGHJ5 49 0 
SRR1298742.8987	IGHJ6 46 1 
SRR1298742.9430	IGHJ5 49 0 
SRR1298742.430	IGHJ5 40 2 IGHJ4 40 3 IGHJ4 40 3 IGHJ4 40 4 
SRR1298742.1900	IGHJ6 46 1 
SRR1298742.264	IGHJ6 46 1 
SRR1298742.5948	IGHJ6 55 1 
SRR1298742.6838	IGHJ5 49 0 
SRR1298742.5263	IGHJ6 41 1 
SRR1298742.6855	IGHJ5 49 0 
SRR1298742.2711	IGHJ5 49 0 
SRR1298742.189	IGHJ6 55 1 
SRR1298742.2990	IGHJ4 44 0 
SRR1298742.927	IGHJ5 49 0 
SRR1298742.4248	IGHJ6 46 1 
SRR1298742.77	IGHJ6 46 1 
SRR1298742.7280	IGHJ6 46 1 
SRR1298742.8173	IGHJ6 46 1 
SRR1298742.9163	IGHJ6 49 3 
SRR1298742.5671	IGHJ6 55 1 
SRR1298742.4061	IGHJ6 41 1 
SRR1298742.3187	IGHJ4 41 1 
SRR1298742.3839	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.8070	IGHJ6 55 2 
SRR1298742.2559	IGHJ5 48 1 
SRR1298742.8409	IGHJ4 47 2 
SRR1298742.2444	IGHJ5 49 0 
SRR1298742.7329	IGHJ6 55 1 
SRR1298742.6169	IGHJ5 49 0 
SRR1298742.3790	IGHJ6 41 1 
SRR1298742.9000	IGHJ6 41 1 
SRR1298742.5146	IGHJ6 58 3 
SRR1298742.5099	IGHJ6 46 1 
SRR1298742.6871	IGHJ3 44 3 
SRR1298742.8582	IGHJ6 46 1 
SRR1298742.1238	IGHJ6 55 1 
SRR1298742.9017	IGHJ2 49 3 
SRR1298742.766	IGHJ5 49 0 
SRR1298742.9099	IGHJ6 46 1 
SRR1298742.6966	IGHJ4 44 3 
SRR1298742.3056	IGHJ6 55 1 
SRR1298742.4955	IGHJ5 49 0 
SRR1298742.4646	IGHJ3 44 3 
SRR1298742.2419	IGHJ4 47 2 
SRR1298742.7100	IGHJ3 44 4 
SRR1298742.7045	IGHJ5 49 0 
SRR1298742.4106	IGHJ3 49 0 
SRR1298742.4608	IGHJ6 41 1 
SRR1298742.1170	IGHJ6 55 1 
SRR1298742.7292	IGHJ6 41 1 
SRR1298742.6276	IGHJ6 46 1 
SRR1298742.1450	IGHJ5 49 0 
SRR1298742.1853	IGHJ6 55 1 
SRR1298742.95	IGHJ6 46 2 
SRR1298742.7710	IGHJ6 41 2 
SRR1298742.2024	IGHJ6 41 1 
SRR1298742.7331	IGHJ6 42 0 
SRR1298742.5153	IGHJ6 46 1 
SRR1298742.6886	IGHJ6 46 1 
SRR1298742.6718	IGHJ4 42 0 
SRR1298742.9365	IGHJ5 49 0 
SRR1298742.5023	IGHJ5 49 0 
SRR1298742.3178	IGHJ6 55 1 
SRR1298742.9418	IGHJ3 47 1 
SRR1298742.7314	IGHJ6 46 1 
SRR1298742.1366	IGHJ6 41 1 
SRR1298742.4175	IGHJ5 49 0 
SRR1298742.964	IGHJ6 46 1 
SRR1298742.5188	IGHJ3 44 3 
SRR1298742.3811	IGHJ6 46 1 
SRR1298742.8966	IGHJ5 49 0 
SRR1298742.353	IGHJ5 49 0 
SRR1298742.5060	IGHJ6 46 1 
SRR1298742.5791	IGHJ6 46 1 
SRR1298742.9079	IGHJ3 44 3 
SRR1298742.2383	IGHJ6 46 1 
SRR1298742.1246	IGHJ6 42 0 
SRR1298742.2929	IGHJ6 46 1 
SRR1298742.6708	IGHJ5 49 0 
SRR1298742.3200	IGHJ6 58 3 
SRR1298742.8313	IGHJ5 49 0 
SRR1298742.8098	IGHJ5 49 0 
SRR1298742.231	IGHJ6 46 1 
SRR1298742.2029	IGHJ5 49 0 
SRR1298742.1715	IGHJ6 46 1 
SRR1298742.3054	IGHJ6 47 1 
SRR1298742.7096	IGHJ6 55 1 
SRR1298742.4165	IGHJ3 44 3 
SRR1298742.5371	IGHJ6 58 3 
SRR1298742.90	IGHJ6 55 1 
SRR1298742.3855	IGHJ6 58 3 
SRR1298742.5500	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8832	IGHJ5 49 0 
SRR1298742.8868	IGHJ5 49 0 
SRR1298742.4479	IGHJ3 44 3 
SRR1298742.1077	IGHJ5 49 0 
SRR1298742.5754	IGHJ4 42 0 
SRR1298742.2355	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.3262	IGHJ5 49 0 
SRR1298742.3678	IGHJ4 42 0 
SRR1298742.8946	IGHJ6 41 2 
SRR1298742.2293	IGHJ6 46 1 
SRR1298742.8493	IGHJ6 46 1 
SRR1298742.8267	IGHJ6 41 1 
SRR1298742.4471	IGHJ2 49 3 
SRR1298742.3253	IGHJ5 49 0 
SRR1298742.597	IGHJ5 49 0 
SRR1298742.1775	IGHJ6 58 3 
SRR1298742.8723	IGHJ4 40 3 
SRR1298742.4293	IGHJ3 49 0 
SRR1298742.9220	IGHJ6 46 1 
SRR1298742.8470	IGHJ5 48 0 
SRR1298742.3433	IGHJ6 46 1 
SRR1298742.4409	IGHJ5 49 0 
SRR1298742.9055	IGHJ5 49 0 
SRR1298742.7199	IGHJ6 46 2 
SRR1298742.9013	IGHJ6 55 1 
SRR1298742.4876	IGHJ6 46 1 
SRR1298742.4883	IGHJ6 46 1 
SRR1298742.908	IGHJ5 49 0 
SRR1298742.6618	IGHJ6 55 1 
SRR1298742.8707	IGHJ3 44 3 
SRR1298742.8758	IGHJ6 46 1 
SRR1298742.4262	IGHJ6 46 1 
SRR1298742.8462	IGHJ5 49 0 
SRR1298742.5979	IGHJ6 42 0 
SRR1298742.6763	IGHJ5 49 0 
SRR1298742.6645	IGHJ6 41 1 
SRR1298742.5575	IGHJ6 46 1 
SRR1298742.1369	IGHJ6 46 1 
SRR1298742.130	IGHJ6 58 3 
SRR1298742.4022	IGHJ6 46 1 
SRR1298742.7932	IGHJ6 41 1 
SRR1298742.5253	IGHJ6 46 1 
SRR1298742.5454	IGHJ6 46 1 
SRR1298742.36	IGHJ6 58 3 
SRR1298742.5227	IGHJ3 44 3 
SRR1298742.5951	IGHJ4 46 0 
SRR1298742.608	IGHJ5 49 0 
SRR1298742.7852	IGHJ6 42 0 
SRR1298742.6153	IGHJ4 41 1 
SRR1298742.5119	IGHJ6 58 3 
SRR1298742.82	IGHJ6 58 3 
SRR1298742.3766	IGHJ6 41 2 
SRR1298742.1138	IGHJ5 49 0 
SRR1298742.4585	IGHJ6 55 1 
SRR1298742.1302	IGHJ5 49 0 
SRR1298742.1121	IGHJ3 44 3 
SRR1298742.22	IGHJ6 46 1 
SRR1298742.1992	IGHJ6 41 1 
SRR1298742.3367	IGHJ3 47 1 
SRR1298742.3600	IGHJ3 49 0 
SRR1298742.8496	IGHJ5 49 0 
SRR1298742.6011	IGHJ6 49 3 
SRR1298742.6185	IGHJ5 49 0 
SRR1298742.4782	IGHJ6 41 1 
SRR1298742.4927	IGHJ5 45 0 
SRR1298742.4966	IGHJ6 46 1 
SRR1298742.7019	IGHJ5 49 0 
SRR1298742.7065	IGHJ5 40 1 
SRR1298742.2761	IGHJ6 46 1 
SRR1298742.3018	IGHJ5 49 0 
SRR1298742.1066	IGHJ6 58 3 
SRR1298742.1214	IGHJ5 49 0 
SRR1298742.8452	IGHJ4 42 0 
SRR1298742.7920	IGHJ4 44 3 
SRR1298742.12	IGHJ6 46 1 
SRR1298742.6152	IGHJ6 58 4 
SRR1298742.7400	IGHJ6 46 1 
SRR1298742.7074	IGHJ6 55 2 
SRR1298742.3161	IGHJ4 44 1 
SRR1298742.2453	IGHJ6 46 1 
SRR1298742.3452	IGHJ6 58 3 
SRR1298742.330	IGHJ6 55 2 
SRR1298742.6805	IGHJ5 49 0 
SRR1298742.7612	IGHJ5 49 0 
SRR1298742.8123	IGHJ5 49 0 
SRR1298742.8574	IGHJ5 49 0 
SRR1298742.7520	IGHJ4 42 0 
SRR1298742.3698	IGHJ5 49 0 
SRR1298742.5085	IGHJ6 46 1 
SRR1298742.2315	IGHJ6 46 1 
SRR1298742.6724	IGHJ4 44 2 
SRR1298742.5956	IGHJ5 45 3 
SRR1298742.3394	IGHJ3 44 3 
SRR1298742.3929	IGHJ6 46 1 
SRR1298742.9077	IGHJ6 46 1 
SRR1298742.6556	IGHJ5 49 0 
SRR1298742.4157	IGHJ6 58 3 
SRR1298742.2198	IGHJ6 41 1 
SRR1298742.8837	IGHJ6 55 1 
SRR1298742.5694	IGHJ6 46 1 
SRR1298742.2087	IGHJ6 46 1 
SRR1298742.8110	IGHJ6 46 1 
SRR1298742.2341	IGHJ2 49 3 
SRR1298742.4872	IGHJ6 46 1 
SRR1298742.2378	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.7797	IGHJ5 49 0 
SRR1298742.965	IGHJ6 46 1 
SRR1298742.4559	IGHJ4 44 4 
SRR1298742.5344	IGHJ4 40 1 
SRR1298742.3768	IGHJ4 44 1 
SRR1298742.5614	IGHJ5 49 0 
SRR1298742.4402	IGHJ2 53 2 
SRR1298742.1493	IGHJ6 46 1 
SRR1298742.537	IGHJ6 55 1 
SRR1298742.3033	IGHJ6 41 1 
SRR1298742.7320	IGHJ6 41 1 
SRR1298742.125	IGHJ6 46 1 
SRR1298742.3335	IGHJ4 46 2 
SRR1298742.2568	IGHJ6 47 1 
SRR1298742.3320	IGHJ4 44 1 
SRR1298742.4137	IGHJ6 55 0 
SRR1298742.8724	IGHJ4 37 0 
SRR1298742.1961	IGHJ5 49 0 
SRR1298742.5456	IGHJ6 46 1 
SRR1298742.6875	IGHJ6 41 1 
SRR1298742.2581	IGHJ6 46 1 
SRR1298742.2806	IGHJ5 49 0 
SRR1298742.9226	IGHJ5 49 0 
SRR1298742.6104	IGHJ6 55 1 
SRR1298742.1101	IGHJ6 46 1 
SRR1298742.2424	IGHJ6 46 1 
SRR1298742.1685	IGHJ6 46 1 
SRR1298742.2782	IGHJ6 58 3 
SRR1298742.5691	IGHJ6 46 1 
SRR1298742.7459	IGHJ3 44 3 
SRR1298742.5322	IGHJ6 41 1 
SRR1298742.6293	IGHJ6 55 2 
SRR1298742.8231	IGHJ6 58 3 
SRR1298742.5662	IGHJ4 44 1 
SRR1298742.4332	IGHJ6 58 3 
SRR1298742.5559	IGHJ6 46 1 
SRR1298742.9146	IGHJ6 57 1 
SRR1298742.3985	IGHJ5 49 0 
SRR1298742.5746	IGHJ5 49 0 
SRR1298742.194	IGHJ4 44 2 
SRR1298742.7925	IGHJ6 41 1 
SRR1298742.8342	IGHJ4 46 2 
SRR1298742.5758	IGHJ6 58 3 
SRR1298742.7902	IGHJ6 46 1 
SRR1298742.23	IGHJ5 49 0 
SRR1298742.8176	IGHJ5 49 0 
SRR1298742.4197	IGHJ5 49 0 
SRR1298742.2836	IGHJ5 49 0 
SRR1298742.5076	IGHJ6 55 1 
SRR1298742.7607	IGHJ6 41 1 
SRR1298742.6056	IGHJ5 49 0 
SRR1298742.2221	IGHJ6 55 1 
SRR1298742.6121	IGHJ5 49 0 
SRR1298742.8679	IGHJ5 49 0 
SRR1298742.2200	IGHJ6 46 1 
SRR1298742.8112	IGHJ5 49 0 
SRR1298742.550	IGHJ6 46 1 
SRR1298742.1862	IGHJ6 41 1 
SRR1298742.1041	IGHJ5 49 0 
SRR1298742.7904	IGHJ3 46 4 
SRR1298742.3882	IGHJ6 55 0 
SRR1298742.4265	IGHJ5 45 0 
SRR1298742.9401	IGHJ6 46 1 
SRR1298742.713	IGHJ6 41 1 
SRR1298742.9342	IGHJ4 46 2 
SRR1298742.13	IGHJ6 58 3 
SRR1298742.9202	IGHJ4 44 1 
SRR1298742.6643	IGHJ6 46 1 
SRR1298742.9385	IGHJ6 46 1 
SRR1298742.3585	IGHJ6 55 0 
SRR1298742.1584	IGHJ6 46 2 
SRR1298742.9413	IGHJ6 46 1 
SRR1298742.7703	IGHJ5 49 0 
SRR1298742.9091	IGHJ5 49 0 
SRR1298742.5593	IGHJ6 46 1 
SRR1298742.8372	IGHJ6 55 1 
SRR1298742.672	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.2845	IGHJ6 58 3 
SRR1298742.486	IGHJ6 46 1 
SRR1298742.5509	IGHJ3 47 1 
SRR1298742.5523	IGHJ5 49 0 
SRR1298742.7726	IGHJ5 49 0 
SRR1298742.6264	IGHJ6 41 2 
SRR1298742.7240	IGHJ6 49 3 
SRR1298742.590	IGHJ6 54 1 
SRR1298742.2533	IGHJ6 58 3 
SRR1298742.5321	IGHJ5 49 0 
SRR1298742.3041	IGHJ5 45 3 
SRR1298742.2482	IGHJ4 43 3 
SRR1298742.7746	IGHJ6 41 1 
SRR1298742.8526	IGHJ6 46 1 
SRR1298742.1733	IGHJ5 49 0 
SRR1298742.7058	IGHJ4 31 0 
SRR1298742.3725	IGHJ3 44 3 
SRR1298742.3365	IGHJ3 44 3 
SRR1298742.7189	IGHJ6 46 1 
SRR1298742.7295	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.1859	IGHJ4 41 1 
SRR1298742.9010	IGHJ5 49 0 
SRR1298742.7649	IGHJ6 46 1 
SRR1298742.8446	IGHJ6 55 1 
SRR1298742.619	IGHJ4 44 1 
SRR1298742.6119	IGHJ5 49 0 
SRR1298742.3404	IGHJ4 40 0 
SRR1298742.511	IGHJ4 46 2 
SRR1298742.1194	IGHJ6 58 3 
SRR1298742.3894	IGHJ3 49 1 
SRR1298742.5759	IGHJ6 55 1 
SRR1298742.1047	IGHJ6 46 1 
SRR1298742.2962	IGHJ6 46 1 
SRR1298742.661	IGHJ5 49 0 
SRR1298742.1140	IGHJ6 41 1 
SRR1298742.9142	IGHJ5 49 0 
SRR1298742.7576	IGHJ5 48 0 
SRR1298742.6839	IGHJ6 46 1 
SRR1298742.1663	IGHJ2 53 3 
SRR1298742.412	IGHJ6 46 1 
SRR1298742.4626	IGHJ6 46 1 
SRR1298742.3260	IGHJ6 55 1 
SRR1298742.8026	IGHJ6 55 1 
SRR1298742.654	IGHJ6 56 3 
SRR1298742.6157	IGHJ6 46 1 
SRR1298742.5656	IGHJ6 55 1 
SRR1298742.4723	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8199	IGHJ6 41 1 
SRR1298742.7966	IGHJ6 58 4 
SRR1298742.2637	IGHJ6 46 1 
SRR1298742.2735	IGHJ6 46 1 
SRR1298742.7732	IGHJ6 46 0 
SRR1298742.8220	IGHJ6 41 1 
SRR1298742.6291	IGHJ5 49 0 
SRR1298742.4030	IGHJ6 46 1 
SRR1298742.1323	IGHJ6 58 3 
SRR1298742.1518	IGHJ6 22 1 IGHJ3 22 1 IGHJ3 22 1 mIGHJ1 21 1 mIGHJ1 21 1 
SRR1298742.1160	IGHJ4 42 0 
SRR1298742.1448	IGHJ6 46 1 
SRR1298742.152	IGHJ5 49 0 
SRR1298742.8096	IGHJ5 49 0 
SRR1298742.4136	IGHJ6 58 3 
SRR1298742.3100	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.1984	IGHJ6 46 1 
SRR1298742.4984	IGHJ3 44 3 
SRR1298742.8282	IGHJ6 46 1 
SRR1298742.818	IGHJ6 46 1 
SRR1298742.3664	IGHJ4 46 0 
SRR1298742.400	IGHJ6 46 1 
SRR1298742.5266	IGHJ6 46 1 
SRR1298742.3146	IGHJ6 58 3 
SRR1298742.2982	IGHJ6 55 1 
SRR1298742.7640	IGHJ3 49 0 
SRR1298742.7818	IGHJ6 58 3 
SRR1298742.9190	IGHJ5 49 0 
SRR1298742.113	IGHJ4 41 1 
SRR1298742.6678	IGHJ4 37 1 IGHJ1 36 1 
SRR1298742.6519	IGHJ6 46 1 
SRR1298742.8599	IGHJ6 46 1 
SRR1298742.2326	IGHJ6 40 1 
SRR1298742.7064	IGHJ6 46 1 
SRR1298742.1635	IGHJ6 46 1 
SRR1298742.2616	IGHJ6 41 1 
SRR1298742.731	IGHJ6 46 1 
SRR1298742.7342	IGHJ3 44 4 
SRR1298742.4141	IGHJ6 46 1 
SRR1298742.4967	IGHJ5 49 0 
SRR1298742.8853	IGHJ5 48 0 
SRR1298742.5744	IGHJ3 44 3 
SRR1298742.2325	IGHJ5 49 0 
SRR1298742.7194	IGHJ3 44 3 
SRR1298742.5959	IGHJ5 49 0 
SRR1298742.907	IGHJ5 49 0 
SRR1298742.2652	IGHJ6 58 3 
SRR1298742.4173	IGHJ6 46 1 
SRR1298742.6822	IGHJ6 46 1 
SRR1298742.4619	IGHJ4 42 0 
SRR1298742.4	IGHJ6 46 2 
SRR1298742.3531	IGHJ3 44 3 
SRR1298742.1457	IGHJ6 41 1 
SRR1298742.653	IGHJ5 49 0 
SRR1298742.4298	IGHJ6 46 1 
SRR1298742.5883	IGHJ4 42 0 
SRR1298742.7574	IGHJ4 44 2 
SRR1298742.8089	IGHJ5 49 0 
SRR1298742.4889	IGHJ2 49 3 
SRR1298742.6146	IGHJ6 56 3 
SRR1298742.3120	IGHJ3 44 3 
SRR1298742.5510	IGHJ6 46 1 
SRR1298742.5811	IGHJ5 49 0 
SRR1298742.203	IGHJ6 46 1 
SRR1298742.5953	IGHJ6 46 1 
SRR1298742.5311	IGHJ4 46 2 
SRR1298742.5397	IGHJ5 49 1 
SRR1298742.3168	IGHJ5 49 1 
SRR1298742.44	IGHJ4 47 3 
SRR1298742.2654	IGHJ6 46 1 
SRR1298742.7145	IGHJ4 42 0 
SRR1298742.9260	IGHJ5 49 0 
SRR1298742.7571	IGHJ6 55 1 
SRR1298742.5445	IGHJ6 41 1 
SRR1298742.6082	IGHJ3 44 3 
SRR1298742.2657	IGHJ6 46 2 
SRR1298742.2597	IGHJ2 49 3 
SRR1298742.2027	IGHJ2 49 3 
SRR1298742.7146	IGHJ3 49 1 
SRR1298742.3941	IGHJ6 46 1 
SRR1298742.223	IGHJ6 46 1 
SRR1298742.7859	IGHJ4 44 1 
SRR1298742.2006	IGHJ5 34 0 IGHJ4 34 0 IGHJ4 34 1 IGHJ1 34 1 
SRR1298742.6165	IGHJ4 41 1 
SRR1298742.6729	IGHJ5 49 0 
SRR1298742.6630	IGHJ4 46 0 
SRR1298742.954	IGHJ6 55 0 
SRR1298742.4985	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.9363	IGHJ3 44 3 
SRR1298742.8924	IGHJ3 44 3 
SRR1298742.3520	IGHJ6 46 1 
SRR1298742.4839	IGHJ5 45 3 
SRR1298742.5195	IGHJ5 49 0 
SRR1298742.5325	IGHJ6 41 1 
SRR1298742.1588	IGHJ4 41 1 
SRR1298742.9083	IGHJ5 49 1 
SRR1298742.5958	IGHJ6 41 1 
SRR1298742.1189	IGHJ5 49 0 
SRR1298742.3863	IGHJ6 55 1 
SRR1298742.7279	IGHJ6 46 1 
SRR1298742.4086	IGHJ6 46 1 
SRR1298742.6482	IGHJ4 42 0 
SRR1298742.7035	IGHJ5 49 0 
SRR1298742.9330	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4881	IGHJ5 49 0 
SRR1298742.1988	IGHJ6 46 1 
SRR1298742.7048	IGHJ5 49 0 
SRR1298742.1764	IGHJ6 46 1 
SRR1298742.2011	IGHJ6 41 1 
SRR1298742.5906	IGHJ3 44 3 
SRR1298742.4038	IGHJ6 57 1 
SRR1298742.8402	IGHJ5 49 0 
SRR1298742.917	IGHJ6 46 1 
SRR1298742.898	IGHJ5 49 0 
SRR1298742.6765	IGHJ5 49 0 
SRR1298742.7558	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8794	IGHJ6 55 1 
SRR1298742.1164	IGHJ4 42 0 
SRR1298742.2301	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.5482	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8154	IGHJ3 44 3 
SRR1298742.899	IGHJ6 58 3 
SRR1298742.2014	IGHJ4 41 0 
SRR1298742.3330	IGHJ6 46 1 
SRR1298742.4133	IGHJ3 44 3 
SRR1298742.7505	IGHJ6 58 3 
SRR1298742.741	IGHJ5 49 0 
SRR1298742.204	IGHJ6 55 1 
SRR1298742.9421	IGHJ5 49 1 
SRR1298742.2379	IGHJ6 46 1 
SRR1298742.5043	IGHJ6 55 1 
SRR1298742.352	IGHJ6 46 1 
SRR1298742.6888	IGHJ3 49 1 
SRR1298742.1674	IGHJ6 41 1 
SRR1298742.5629	IGHJ3 44 3 
SRR1298742.4599	IGHJ6 46 1 
SRR1298742.8739	IGHJ6 46 1 
SRR1298742.2241	IGHJ6 46 1 
SRR1298742.2821	IGHJ5 47 0 
