SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.9146	IGHV3-30/33rn 295 19 
SRR1298742.5746	IGHV3-49 300 1 
SRR1298742.5593	IGHV1-2 292 16 
SRR1298742.8372	IGHV1-46 296 12 
SRR1298742.672	IGHV1-2 292 22 
SRR1298742.486	IGHV1-2 292 16 
SRR1298742.2845	IGHV4-34 288 15 
SRR1298742.5523	IGHV3-49 300 1 
SRR1298742.5509	IGHV3-9 289 17 
SRR1298742.1584	IGHV1-2 292 17 
SRR1298742.3585	IGHV1-18 291 7 
SRR1298742.7703	IGHV3-49 300 0 
SRR1298742.9413	IGHV1-2 292 17 
SRR1298742.9091	IGHV3-49 305 3 
SRR1298742.713	IGHV6-1 304 9 
SRR1298742.13	IGHV4-34 284 15 
SRR1298742.9342	IGHV6-1 302 13 
SRR1298742.6643	IGHV1-2 292 16 
SRR1298742.9385	IGHV1-2 292 17 
SRR1298742.9202	IGHV2-5 299 26 
SRR1298742.7904	IGHV1-46 285 33 
SRR1298742.3882	IGHV1-18 291 6 
SRR1298742.9401	IGHV1-2 292 17 
SRR1298742.4265	IGHV1-8 295 7 
SRR1298742.3404	IGHV3-73 299 2 
SRR1298742.6119	IGHV3-49 301 1 
SRR1298742.619	IGHV2-5 299 26 
SRR1298742.8446	IGHV1-46 297 11 
SRR1298742.511	IGHV6-1 259 11 
SRR1298742.1194	IGHV4-34 288 15 
SRR1298742.8526	IGHV1-2 292 16 
SRR1298742.7058	IGHV1-18 295 6 
SRR1298742.1733	IGHV1-8 295 12 
SRR1298742.3725	IGHV3-74 290 22 
SRR1298742.1859	IGHV4-34 287 33 
SRR1298742.7295	IGHV4-39 299 19 
SRR1298742.7189	IGHV1-2 292 16 
SRR1298742.3365	IGHV3-74 290 21 
SRR1298742.9010	IGHV3-49 300 0 
SRR1298742.7649	IGHV1-2 292 17 
SRR1298742.3041	IGHV4-30-4/31 298 25 
SRR1298742.5321	IGHV1-8 295 8 
SRR1298742.7746	IGHV6-1 304 8 
SRR1298742.2482	IGHV3-74 294 14 
SRR1298742.7726	IGHV3-49 302 0 
SRR1298742.7240	IGHV4-34 290 29 
SRR1298742.6264	IGHV6-1 304 8 
SRR1298742.2533	IGHV4-34 288 15 
SRR1298742.590	IGHV2-70 296 13 
SRR1298742.3260	IGHV1-46 296 11 
SRR1298742.8026	IGHV1-46 297 11 
SRR1298742.6157	IGHV1-2 292 16 
SRR1298742.654	IGHV4-34 288 21 
SRR1298742.5656	IGHV1-46 297 12 
SRR1298742.1663	IGHV3-53/66 291 9 
SRR1298742.6839	IGHV1-2 292 15 
SRR1298742.412	IGHV1-2 292 17 
SRR1298742.4626	IGHV1-2 292 16 
SRR1298742.2962	IGHV1-2 292 17 
SRR1298742.661	IGHV1-8 295 7 
SRR1298742.1047	IGHV1-2 292 16 
SRR1298742.1140	IGHV6-1 304 7 
SRR1298742.9142	IGHV3-49 300 0 
SRR1298742.7576	IGHV2-5 295 9 
SRR1298742.3894	IGHV3-74 292 12 
SRR1298742.5759	IGHV1-46 296 13 
SRR1298742.152	IGHV1-8 295 10 
SRR1298742.8096	IGHV1-8 295 8 
SRR1298742.4984	IGHV3-74 291 21 
SRR1298742.3100	IGHV1-2 292 19 
SRR1298742.4136	IGHV4-34 291 16 
SRR1298742.1984	IGHV1-2 292 16 
SRR1298742.1518	IGHV3-74 290 22 
SRR1298742.1448	IGHV1-2 292 16 
SRR1298742.1160	IGHV6-1 304 1 
SRR1298742.8220	IGHV6-1 305 8 
SRR1298742.7732	IGHV1-2 293 17 
SRR1298742.6291	IGHV3-49 300 1 
SRR1298742.4030	IGHV1-2 293 15 
SRR1298742.1323	IGHV4-34 288 15 
SRR1298742.4723	IGHV4-39 299 19 
SRR1298742.8199	IGHV6-1 304 7 
SRR1298742.7966	IGHV4-34 288 15 
SRR1298742.2735	IGHV1-2 292 16 
SRR1298742.2637	IGHV1-2 292 16 
SRR1298742.2326	IGHV6-1 304 7 
SRR1298742.6519	IGHV1-2 292 14 
SRR1298742.8599	IGHV1-2 292 16 
SRR1298742.1635	IGHV1-2 292 19 
SRR1298742.7064	IGHV1-2 292 17 
SRR1298742.731	IGHV1-2 292 16 
SRR1298742.2616	IGHV6-1 304 7 
SRR1298742.7818	IGHV4-34 288 15 
SRR1298742.9190	IGHV3-49 303 1 
SRR1298742.6678	IGHV4-34 292 23 
SRR1298742.113	IGHV4-34 287 34 
SRR1298742.5266	IGHV1-2 292 16 
SRR1298742.3146	IGHV4-34 288 15 
SRR1298742.2982	IGHV1-46 296 12 
SRR1298742.7640	IGHV3-74 290 13 
SRR1298742.818	IGHV1-2 292 16 
SRR1298742.8282	IGHV1-2 292 16 
SRR1298742.3664	IGHV4-34 293 6 
SRR1298742.400	IGHV1-2 292 17 
SRR1298742.6146	IGHV4-34 288 21 
SRR1298742.4889	IGHV4-39 294 14 IGHV4-59/61 294 14 IGHV4-59/61 294 15 
SRR1298742.5510	IGHV1-2 292 16 
SRR1298742.3120	IGHV3-74 290 21 
SRR1298742.6822	IGHV1-2 292 16 
SRR1298742.4	IGHV1-2 292 16 
SRR1298742.4619	IGHV6-1 304 0 
SRR1298742.4298	IGHV1-2 292 17 
SRR1298742.5883	IGHV6-1 305 0 
SRR1298742.1457	IGHV6-1 304 7 
SRR1298742.3531	IGHV3-74 290 22 
SRR1298742.653	IGHV1-8 295 7 
SRR1298742.8089	IGHV3-49 301 1 
SRR1298742.7574	IGHV3-74 297 10 
SRR1298742.2325	IGHV1-8 292 7 
SRR1298742.7194	IGHV3-74 290 22 
SRR1298742.907	IGHV1-8 296 7 
SRR1298742.5959	IGHV3-49 301 0 
SRR1298742.4173	IGHV1-2 293 16 
SRR1298742.2652	IGHV4-34 288 15 
SRR1298742.4141	IGHV1-2 292 17 
SRR1298742.7342	IGHV3-74 290 21 
SRR1298742.8853	IGHV2-5 295 10 
SRR1298742.4967	IGHV3-49 300 2 
SRR1298742.5744	IGHV3-74 278 20 
SRR1298742.2597	IGHV4-39 294 16 IGHV4-59/61 294 17 
SRR1298742.2027	IGHV4-39 294 14 IGHV4-59/61 294 15 
SRR1298742.7859	IGHV2-5 299 26 
SRR1298742.223	IGHV1-2 292 16 
SRR1298742.3941	IGHV1-2 292 16 
SRR1298742.7146	IGHV3-7 297 10 
SRR1298742.2006	IGHV4-39 299 18 
SRR1298742.9260	IGHV3-49 301 1 
SRR1298742.7571	IGHV1-18 291 8 
SRR1298742.2657	IGHV1-2 292 19 
SRR1298742.6082	IGHV3-74 290 21 
SRR1298742.5445	IGHV6-1 305 9 
SRR1298742.2654	IGHV1-2 292 15 
SRR1298742.3168	IGHV3-49 300 0 
SRR1298742.44	IGHV3-9 298 28 
SRR1298742.7145	IGHV6-1 304 1 
SRR1298742.5811	IGHV1-8 289 7 
SRR1298742.5397	IGHV3-49 300 0 
SRR1298742.5311	IGHV6-1 302 11 
SRR1298742.203	IGHV1-2 292 16 
SRR1298742.5953	IGHV1-2 292 16 
SRR1298742.7171	IGHV6-1 304 0 
SRR1298742.8555	IGHV4-34 288 15 
SRR1298742.2915	IGHV1-8 295 7 
SRR1298742.8095	IGHV2-5 295 10 
SRR1298742.7940	IGHV6-1 305 0 
SRR1298742.2888	IGHV4-34 288 15 
SRR1298742.6894	IGHV6-1 304 7 
SRR1298742.3986	IGHV1-46 296 11 
SRR1298742.7628	IGHV6-1 304 9 
SRR1298742.7857	IGHV6-1 306 0 
SRR1298742.596	IGHV4-34 288 15 
SRR1298742.2037	IGHV1-8 295 7 
SRR1298742.4223	IGHV3-74 290 21 
SRR1298742.8504	IGHV6-1 304 0 
SRR1298742.3655	IGHV1-2 292 16 
SRR1298742.7596	IGHV1-46 296 11 
SRR1298742.5643	IGHV3-49 300 0 
SRR1298742.5406	IGHV1-2 292 16 
SRR1298742.1269	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.4348	IGHV6-1 304 7 
SRR1298742.3157	IGHV3-49 300 0 
SRR1298742.5441	IGHV4-34 288 15 
SRR1298742.4379	IGHV4-34 290 28 
SRR1298742.6993	IGHV3-74 291 20 
SRR1298742.2755	IGHV6-1 304 7 
SRR1298742.973	IGHV1-2 292 15 
SRR1298742.7980	IGHV1-2 292 16 
SRR1298742.8185	IGHV3-49 300 1 
SRR1298742.736	IGHV1-8 295 8 
SRR1298742.7334	IGHV4-34 288 15 
SRR1298742.8228	IGHV3-9 298 28 
SRR1298742.6922	IGHV1-2 292 17 
SRR1298742.7949	IGHV6-1 304 7 
SRR1298742.69	IGHV1-8 295 8 
SRR1298742.723	IGHV1-8 295 8 
SRR1298742.1444	IGHV6-1 304 1 
SRR1298742.8295	IGHV4-34 288 16 
SRR1298742.803	IGHV4-34 288 16 
SRR1298742.3752	IGHV1-2 292 17 
SRR1298742.4831	IGHV1-46 296 11 
SRR1298742.7141	IGHV4-34 291 7 
SRR1298742.2529	IGHV1-2 292 16 
SRR1298742.2919	IGHV1-46 299 12 
SRR1298742.2768	IGHV1-2 292 15 
SRR1298742.6270	IGHV1-8 296 9 
SRR1298742.3025	IGHV1-2 292 15 
SRR1298742.1389	IGHV4-34 286 15 
SRR1298742.3488	IGHV1-2 292 15 
SRR1298742.941	IGHV1-2 292 16 
SRR1298742.8687	IGHV4-34 288 16 
SRR1298742.8606	IGHV3-49 302 1 
SRR1298742.9052	IGHV4-34 288 16 
SRR1298742.8904	IGHV6-1 305 8 
SRR1298742.2992	IGHV1-2 292 17 
SRR1298742.2636	IGHV3-74 294 14 
SRR1298742.1630	IGHV1-2 292 17 
SRR1298742.8899	IGHV1-8 295 7 
SRR1298742.6555	IGHV6-1 302 12 
SRR1298742.389	IGHV1-46 296 13 
SRR1298742.3294	IGHV1-8 295 7 
SRR1298742.1656	IGHV4-34 287 33 
SRR1298742.5182	IGHV1-2 292 16 
SRR1298742.9049	IGHV3-74 296 12 
SRR1298742.5584	IGHV3-30/33rn 295 19 
SRR1298742.9383	IGHV4-34 288 15 
SRR1298742.9347	IGHV1-2 292 16 
SRR1298742.1354	IGHV4-34 288 16 
SRR1298742.9440	IGHV1-8 296 7 
SRR1298742.312	IGHV1-8 295 7 
SRR1298742.560	IGHV1-8 295 7 
SRR1298742.7079	IGHV1-2 292 15 
SRR1298742.1196	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.4838	IGHV6-1 304 2 
SRR1298742.1909	IGHV3-74 290 22 
SRR1298742.5017	IGHV4-39 299 18 
SRR1298742.6804	IGHV1-8 295 9 
SRR1298742.109	IGHV1-8 295 8 
SRR1298742.7551	IGHV6-1 303 1 
SRR1298742.5877	IGHV1-8 295 7 
SRR1298742.5567	IGHV4-34 288 15 
SRR1298742.1241	IGHV1-2 292 16 
SRR1298742.1329	IGHV1-2 292 16 
SRR1298742.6901	IGHV1-46 296 11 
SRR1298742.4023	IGHV1-2 292 16 
SRR1298742.1866	IGHV1-2 292 17 
SRR1298742.998	IGHV1-2 292 18 
SRR1298742.6221	IGHV6-1 304 8 
SRR1298742.5078	IGHV6-1 302 7 
SRR1298742.4815	IGHV1-2 292 15 
SRR1298742.1922	IGHV1-2 292 16 
SRR1298742.4452	IGHV1-2 292 16 
SRR1298742.1295	IGHV1-2 292 16 
SRR1298742.2550	IGHV1-46 296 36 
SRR1298742.7309	IGHV1-2 292 16 
SRR1298742.4819	IGHV1-2 293 16 
SRR1298742.2997	IGHV1-2 292 17 
SRR1298742.1125	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.2431	IGHV4-34 288 15 
SRR1298742.8283	IGHV6-1 304 7 
SRR1298742.7326	IGHV1-2 292 16 
SRR1298742.5949	IGHV3-9 290 18 
SRR1298742.1451	IGHV4-34 288 15 
SRR1298742.5020	IGHV1-2 292 17 
SRR1298742.7098	IGHV1-46 296 11 
SRR1298742.5806	IGHV1-8 295 7 
SRR1298742.4904	IGHV1-2 292 17 
SRR1298742.99	IGHV1-8 295 7 
SRR1298742.6897	IGHV4-34 288 17 
SRR1298742.588	IGHV1-8 295 7 
SRR1298742.1731	IGHV1-2 292 15 
SRR1298742.3974	IGHV6-1 304 8 
SRR1298742.918	IGHV1-2 292 16 
SRR1298742.3379	IGHV1-18 291 6 
SRR1298742.441	IGHV1-8 295 7 
SRR1298742.584	IGHV1-8 295 7 
SRR1298742.541	IGHV1-2 292 18 
SRR1298742.7602	IGHV1-8 295 7 
SRR1298742.7646	IGHV1-2 292 15 
SRR1298742.5136	IGHV4-34 288 15 
SRR1298742.4751	IGHV3-74 290 21 
SRR1298742.1447	IGHV1-2 292 17 
SRR1298742.7076	IGHV4-59/61 291 11 
SRR1298742.380	IGHV1-2 292 16 
SRR1298742.6505	IGHV3-49 301 0 
SRR1298742.4396	IGHV3-74 296 10 
SRR1298742.7364	IGHV3-49 300 0 
SRR1298742.885	IGHV4-34 288 16 
SRR1298742.1215	IGHV4-34 288 15 
SRR1298742.2926	IGHV1-46 296 11 
SRR1298742.1738	IGHV3-74 290 13 
SRR1298742.7103	IGHV1-2 292 16 
SRR1298742.2902	IGHV6-1 305 9 
SRR1298742.3602	IGHV4-34 290 29 
SRR1298742.4572	IGHV6-1 304 9 
SRR1298742.2111	IGHV4-34 292 15 
SRR1298742.8714	IGHV3-49 305 0 
SRR1298742.6202	IGHV3-74 290 21 
SRR1298742.1333	IGHV1-2 292 15 
SRR1298742.4246	IGHV1-2 292 16 
SRR1298742.1022	IGHV4-30-4/31 298 22 
SRR1298742.9375	IGHV1-2 292 18 
SRR1298742.5108	IGHV1-2 292 17 
SRR1298742.7817	IGHV1-2 292 17 
SRR1298742.4081	IGHV1-2 292 17 
SRR1298742.7538	IGHV3-9 289 18 
SRR1298742.1800	IGHV1-2 292 16 
SRR1298742.7026	IGHV1-2 292 17 
SRR1298742.7057	IGHV1-2 292 16 
SRR1298742.5745	IGHV1-18 291 5 
SRR1298742.1895	IGHV6-1 306 0 
SRR1298742.5608	IGHV4-59/61 298 15 
SRR1298742.2579	IGHV6-1 304 7 
SRR1298742.4291	IGHV1-2 292 16 
SRR1298742.986	IGHV6-1 305 1 
SRR1298742.1838	IGHV1-8 296 7 
SRR1298742.5497	IGHV4-34 288 15 
SRR1298742.8855	IGHV3-49 300 1 
SRR1298742.1429	IGHV4-34 288 15 
SRR1298742.3203	IGHV4-39 303 20 
SRR1298742.2966	IGHV1-8 295 8 
SRR1298742.7368	IGHV1-2 292 16 
SRR1298742.2628	IGHV3-49 300 1 
SRR1298742.8605	IGHV4-34 288 16 
SRR1298742.1848	IGHV4-34 288 16 
SRR1298742.4724	IGHV1-2 292 16 
SRR1298742.7453	IGHV4-34 288 15 
SRR1298742.4489	IGHV1-46 296 11 
SRR1298742.1614	IGHV1-2 292 16 
SRR1298742.48	IGHV4-34 288 15 
SRR1298742.3878	IGHV6-1 304 8 
SRR1298742.7201	IGHV3-49 270 1 
SRR1298742.3844	IGHV1-2 292 17 
SRR1298742.1963	IGHV1-2 292 17 
SRR1298742.8195	IGHV1-2 292 16 
SRR1298742.762	IGHV6-1 304 7 
SRR1298742.1894	IGHV4-39 299 19 
SRR1298742.7440	IGHV1-69 290 38 
SRR1298742.2989	IGHV3-49 300 0 
SRR1298742.8798	IGHV6-1 304 11 
SRR1298742.1053	IGHV4-34 288 16 
SRR1298742.5785	IGHV3-30/33rn 295 20 
SRR1298742.7761	IGHV1-8 295 7 
SRR1298742.233	IGHV4-34 288 15 
SRR1298742.6669	IGHV1-2 292 18 
SRR1298742.67	IGHV1-2 292 16 
SRR1298742.8570	IGHV1-2 292 17 
SRR1298742.5650	IGHV6-1 304 7 
SRR1298742.789	IGHV1-2 292 16 
SRR1298742.2314	IGHV4-34 288 15 
SRR1298742.987	IGHV1-2 292 16 
SRR1298742.8142	IGHV6-1 306 7 
SRR1298742.8763	IGHV1-2 292 16 
SRR1298742.5280	IGHV2-5 301 25 
SRR1298742.6530	IGHV3-49 302 1 
SRR1298742.1503	IGHV1-46 296 11 
SRR1298742.2216	IGHV1-46 296 11 
SRR1298742.334	IGHV1-18 291 6 
SRR1298742.5827	IGHV6-1 304 7 
SRR1298742.2777	IGHV1-2 292 16 
SRR1298742.5550	IGHV1-8 295 7 
SRR1298742.6408	IGHV3-49 300 3 
SRR1298742.97	IGHV4-34 288 18 
SRR1298742.365	IGHV4-34 293 15 
SRR1298742.9095	IGHV1-2 292 17 
SRR1298742.2082	IGHV3-49 300 0 
SRR1298742.8958	IGHV1-46 296 11 
SRR1298742.8603	IGHV1-46 296 11 
SRR1298742.3666	IGHV1-2 292 16 
SRR1298742.4903	IGHV4-34 288 15 
SRR1298742.4028	IGHV1-2 292 16 
SRR1298742.5679	IGHV1-2 292 16 
SRR1298742.3348	IGHV4-34 288 22 
SRR1298742.3689	IGHV3-49 300 1 
SRR1298742.7434	IGHV3-74 290 21 
SRR1298742.8458	IGHV3-49 301 1 
SRR1298742.7771	IGHV4-30-4/31 298 22 
SRR1298742.8357	IGHV3-74 296 10 
SRR1298742.2275	IGHV4-34 288 15 
SRR1298742.4896	IGHV1-2 292 16 
SRR1298742.8338	IGHV1-69 287 29 
SRR1298742.916	IGHV4-34 288 15 
SRR1298742.538	IGHV1-46 296 13 
SRR1298742.3266	IGHV2-5 295 10 
SRR1298742.5999	IGHV1-2 292 18 
SRR1298742.5237	IGHV1-46 296 11 
SRR1298742.5596	IGHV1-2 292 16 
SRR1298742.328	IGHV1-46 296 14 
SRR1298742.1628	IGHV1-2 292 17 
SRR1298742.5327	IGHV6-1 304 7 
SRR1298742.8852	IGHV1-46 296 12 
SRR1298742.8103	IGHV3-49 300 1 
SRR1298742.8644	IGHV3-49 300 0 
SRR1298742.5381	IGHV1-2 292 17 
SRR1298742.5945	IGHV1-2 292 17 
SRR1298742.8484	IGHV3-49 300 0 
SRR1298742.502	IGHV1-8 295 7 
SRR1298742.6471	IGHV1-2 292 15 
SRR1298742.283	IGHV1-2 292 16 
SRR1298742.6860	IGHV1-2 292 17 
SRR1298742.4203	IGHV3-49 283 0 
SRR1298742.7004	IGHV1-8 295 7 
SRR1298742.4994	IGHV6-1 304 0 
SRR1298742.7458	IGHV4-34 287 34 
SRR1298742.4954	IGHV4-34 293 15 
SRR1298742.1746	IGHV1-8 295 10 
SRR1298742.8097	IGHV4-34 288 15 
SRR1298742.6911	IGHV1-46 296 14 
SRR1298742.7523	IGHV1-2 292 17 
SRR1298742.3117	IGHV6-1 304 7 
SRR1298742.1027	IGHV4-34 288 16 
SRR1298742.4094	IGHV4-34 288 15 
SRR1298742.8777	IGHV3-74 282 19 
SRR1298742.2432	IGHV3-49 300 0 
SRR1298742.2663	IGHV1-8 295 7 
SRR1298742.6781	IGHV1-2 292 16 
SRR1298742.247	IGHV2-5 301 27 
SRR1298742.2543	IGHV1-46 296 12 
SRR1298742.9037	IGHV6-1 304 8 
SRR1298742.2038	IGHV4-34 288 15 
SRR1298742.5062	IGHV3-49 301 0 
SRR1298742.664	IGHV1-2 292 16 
SRR1298742.1283	IGHV4-34 288 15 
SRR1298742.468	IGHV4-39 299 19 
SRR1298742.808	IGHV3-30/33rn 275 18 
SRR1298742.5897	IGHV3-74 290 23 
SRR1298742.3850	IGHV1-2 292 15 
SRR1298742.7210	IGHV6-1 304 8 
SRR1298742.4384	IGHV1-46 296 14 
SRR1298742.700	IGHV1-8 295 7 
SRR1298742.4462	IGHV1-2 292 17 
SRR1298742.1390	IGHV1-2 292 16 
SRR1298742.6070	IGHV6-1 305 8 
SRR1298742.4174	IGHV1-2 289 16 
SRR1298742.4412	IGHV6-1 304 8 
SRR1298742.8091	IGHV6-1 304 6 
SRR1298742.9307	IGHV1-8 295 7 
SRR1298742.6371	IGHV1-8 295 9 
SRR1298742.9343	IGHV1-2 292 17 
SRR1298742.3090	IGHV1-46 296 11 
SRR1298742.7416	IGHV6-1 290 16 
SRR1298742.1811	IGHV1-2 292 16 
SRR1298742.4411	IGHV1-2 292 17 
SRR1298742.2696	IGHV2-5 295 9 
SRR1298742.1604	IGHV1-2 295 15 
SRR1298742.2083	IGHV2-5 301 28 
SRR1298742.9459	IGHV4-34 127 7 
SRR1298742.6575	IGHV3-74 290 23 
SRR1298742.2469	IGHV4-34 288 15 
SRR1298742.8498	IGHV1-2 292 16 
SRR1298742.1015	IGHV1-46 296 11 
SRR1298742.7716	IGHV1-2 292 17 
SRR1298742.1309	IGHV1-2 292 16 
SRR1298742.6498	IGHV2-5 302 26 
SRR1298742.4077	IGHV6-1 304 7 
SRR1298742.5855	IGHV6-1 305 8 
SRR1298742.8072	IGHV4-34 288 17 
SRR1298742.2010	IGHV3-49 300 2 
SRR1298742.3936	IGHV4-39 299 19 
SRR1298742.3098	IGHV3-49 301 1 
SRR1298742.2300	IGHV1-8 295 9 
SRR1298742.6389	IGHV4-34 288 15 
SRR1298742.3454	IGHV6-1 233 0 
SRR1298742.6526	IGHV3-49 301 0 
SRR1298742.6351	IGHV4-39 299 18 
SRR1298742.8612	IGHV4-34 293 3 
SRR1298742.1985	IGHV1-2 292 16 
SRR1298742.2526	IGHV1-2 292 16 
SRR1298742.3130	IGHV3-49 301 1 
SRR1298742.8396	IGHV1-8 295 7 
SRR1298742.6559	IGHV4-59/61 291 12 
SRR1298742.4512	IGHV1-2 292 17 
SRR1298742.7336	IGHV3-49 300 2 
SRR1298742.9048	IGHV3-74 290 15 
SRR1298742.936	IGHV1-8 295 7 
SRR1298742.6735	IGHV1-2 292 17 
SRR1298742.3031	IGHV1-8 295 10 
SRR1298742.2472	IGHV6-1 304 7 
SRR1298742.1538	IGHV1-2 292 16 
SRR1298742.3257	IGHV1-2 292 17 
SRR1298742.1804	IGHV1-2 292 16 
SRR1298742.8456	IGHV3-49 300 1 
SRR1298742.1808	IGHV1-8 295 9 
SRR1298742.5540	IGHV1-2 292 17 
SRR1298742.6015	IGHV4-39 300 19 
SRR1298742.9283	IGHV6-1 305 0 
SRR1298742.942	IGHV1-2 292 16 
SRR1298742.7131	IGHV3-49 300 1 
SRR1298742.1598	IGHV1-2 292 17 
SRR1298742.3047	IGHV1-46 297 14 
SRR1298742.540	IGHV6-1 305 7 
SRR1298742.5801	IGHV1-8 295 7 
SRR1298742.612	IGHV4-34 288 16 
SRR1298742.3396	IGHV6-1 302 11 
SRR1298742.733	IGHV6-1 302 7 
SRR1298742.2658	IGHV1-8 295 7 
SRR1298742.4830	IGHV1-8 295 8 
SRR1298742.7968	IGHV1-2 288 16 
SRR1298742.427	IGHV3-9 299 28 
SRR1298742.4046	IGHV3-49 300 1 
SRR1298742.2898	IGHV1-8 295 7 
SRR1298742.1932	IGHV2-5 296 28 
SRR1298742.6651	IGHV6-1 305 7 
SRR1298742.5021	IGHV4-34 288 16 
SRR1298742.8998	IGHV1-2 292 16 
SRR1298742.3944	IGHV3-74 291 13 
SRR1298742.979	IGHV4-34 291 29 
SRR1298742.1707	IGHV2-5 301 26 
SRR1298742.4421	IGHV3-74 290 13 
SRR1298742.7584	IGHV1-69 290 37 
SRR1298742.9326	IGHV1-46 296 11 
SRR1298742.3006	IGHV6-1 304 7 
SRR1298742.4846	IGHV1-2 294 16 
SRR1298742.6500	IGHV3-49 301 1 
SRR1298742.5206	IGHV1-46 296 12 
SRR1298742.3874	IGHV1-2 292 17 
SRR1298742.7712	IGHV1-2 292 17 
SRR1298742.3495	IGHV1-8 296 8 
SRR1298742.4911	IGHV6-1 304 8 
SRR1298742.1861	IGHV1-2 292 18 
SRR1298742.2185	IGHV6-1 302 7 
SRR1298742.786	IGHV3-74 291 13 
SRR1298742.1708	IGHV1-8 295 8 
SRR1298742.7690	IGHV1-2 292 16 
SRR1298742.9231	IGHV1-2 292 15 
SRR1298742.7345	IGHV1-2 292 16 
SRR1298742.2123	IGHV3-49 300 0 
SRR1298742.4104	IGHV4-34 288 15 
SRR1298742.6154	IGHV6-1 304 1 
SRR1298742.4726	IGHV1-2 292 16 
SRR1298742.1878	IGHV6-1 304 8 
SRR1298742.5090	IGHV6-1 304 7 
SRR1298742.3620	IGHV1-46 296 11 
SRR1298742.1854	IGHV1-2 292 16 
SRR1298742.5198	IGHV3-74 290 22 
SRR1298742.8519	IGHV3-74 290 13 
SRR1298742.24	IGHV1-2 292 17 
SRR1298742.5332	IGHV4-34 288 16 
SRR1298742.5799	IGHV1-2 292 16 
SRR1298742.5390	IGHV4-34 288 16 
SRR1298742.2554	IGHV1-8 295 7 
SRR1298742.3175	IGHV1-46 296 12 
SRR1298742.6233	IGHV3-74 285 21 
SRR1298742.8140	IGHV3-49 301 0 
SRR1298742.5380	IGHV3-74 290 13 
SRR1298742.259	IGHV4-34 288 15 
SRR1298742.3535	IGHV1-2 292 16 
SRR1298742.3366	IGHV1-2 292 16 
SRR1298742.7866	IGHV3-49 306 2 
SRR1298742.9425	IGHV3-74 295 16 
SRR1298742.1327	IGHV4-34 288 17 
SRR1298742.2985	IGHV1-8 295 7 
SRR1298742.1115	IGHV4-34 289 25 
SRR1298742.1717	IGHV1-2 292 15 
SRR1298742.5219	IGHV1-2 292 17 
SRR1298742.9195	IGHV6-1 304 0 
SRR1298742.1678	IGHV1-46 296 12 
SRR1298742.816	IGHV1-8 295 7 
SRR1298742.6672	IGHV1-46 296 12 
SRR1298742.8224	IGHV3-49 301 0 
SRR1298742.2562	IGHV3-9 289 18 
SRR1298742.2488	IGHV4-34 288 16 
SRR1298742.2817	IGHV1-2 292 18 
SRR1298742.215	IGHV4-34 288 16 
SRR1298742.9201	IGHV2-5 299 26 
SRR1298742.5898	IGHV4-34 288 15 
SRR1298742.5622	IGHV3-74 290 21 
SRR1298742.3306	IGHV3-74 290 23 
SRR1298742.3542	IGHV1-8 295 7 
SRR1298742.6145	IGHV1-46 296 11 
SRR1298742.6278	IGHV2-5 301 27 
SRR1298742.4024	IGHV6-1 305 7 
SRR1298742.7241	IGHV6-1 304 1 
SRR1298742.9001	IGHV1-2 292 16 
SRR1298742.7693	IGHV3-30/33rn 295 20 
SRR1298742.4760	IGHV3-74 290 24 
SRR1298742.8237	IGHV3-49 301 0 
SRR1298742.646	IGHV1-2 292 16 
SRR1298742.5439	IGHV6-1 304 8 
SRR1298742.832	IGHV1-46 296 11 
SRR1298742.6473	IGHV4-34 288 15 
SRR1298742.3450	IGHV3-49 300 1 
SRR1298742.3511	IGHV4-39 299 18 
SRR1298742.7622	IGHV6-1 304 7 
SRR1298742.7740	IGHV6-1 304 0 
SRR1298742.949	IGHV4-34 288 15 
SRR1298742.6302	IGHV6-1 304 0 
SRR1298742.634	IGHV4-34 286 15 
SRR1298742.7858	IGHV3-49 301 0 
SRR1298742.1088	IGHV1-2 292 16 
SRR1298742.5426	IGHV3-74 292 21 
SRR1298742.6995	IGHV6-1 304 8 
SRR1298742.3552	IGHV6-1 304 7 
SRR1298742.6134	IGHV1-46 296 12 
SRR1298742.6928	IGHV3-30/33rn 295 20 
SRR1298742.1508	IGHV6-1 304 7 
SRR1298742.1455	IGHV1-8 295 7 
SRR1298742.4686	IGHV6-1 302 11 
SRR1298742.3867	IGHV3-49 300 0 
SRR1298742.8399	IGHV3-73 299 1 
SRR1298742.858	IGHV4-34 288 23 
SRR1298742.7749	IGHV3-49 301 1 
SRR1298742.3134	IGHV1-2 292 16 
SRR1298742.983	IGHV1-8 295 8 
SRR1298742.3707	IGHV6-1 302 8 
SRR1298742.6394	IGHV1-2 292 16 
SRR1298742.428	IGHV1-2 292 17 
SRR1298742.2197	IGHV1-8 295 7 
SRR1298742.1145	IGHV1-2 292 16 
SRR1298742.572	IGHV4-34 288 15 
SRR1298742.8012	IGHV3-74 290 21 
SRR1298742.1925	IGHV1-46 297 13 
SRR1298742.937	IGHV1-2 292 17 
SRR1298742.738	IGHV1-2 292 17 
SRR1298742.1709	IGHV1-8 295 7 
